player,pos,age,tm,g,gs,mp,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,ortg,drtg
Jakob Poeltl,C,26,SAS,68,67,1970,10,16.1,0.618,0,0,1,10,16.1,0.618,2.3,4.6,0.495,6.4,9.1,15.4,4.6,1.1,2.9,2.7,5.2,22.3,123,110
Aleksej Pokusevski,PF,20,OKC,61,12,1233,7.3,18,0.408,2.3,7.8,0.289,5.1,10.2,0.498,1.4,2,0.7,2.9,9.7,12.6,5.2,1.5,1.5,3.7,3.5,18.3,96,111
Yves Pons,SF,22,MEM,12,0,71,3.4,10.8,0.313,2,6.1,0.333,1.3,4.7,0.286,0,1.3,0,3.4,4.7,8.1,0.7,0.7,2.7,0.7,4,8.8,95,111
Jordan Poole,SG,22,GSW,76,51,2283,10.1,22.6,0.448,4.5,12.4,0.364,5.6,10.2,0.55,5.3,5.7,0.925,0.7,4.8,5.6,6.5,1.3,0.5,4,4.4,30,112,110
Kevin Porter Jr.,PG,21,HOU,61,61,1907,8.4,20.2,0.415,3.9,10.3,0.375,4.5,9.9,0.456,3.1,4.8,0.642,1.1,5.6,6.7,9.4,1.7,0.5,4.8,3.9,23.7,103,117
Michael Porter Jr.,SF,23,DEN,9,9,265,6.8,19.1,0.359,1.9,8.9,0.208,5,10.2,0.491,0.9,1.7,0.556,1.7,9.3,10.9,3.1,1.9,0.4,2.2,3,16.5,87,111
Otto Porter Jr.,PF,28,GSW,63,15,1396,6.7,14.5,0.464,2.8,7.5,0.37,3.9,7,0.565,1.7,2.1,0.803,3,9.6,12.6,3.3,2.4,1,1.3,2.9,18,121,104
Bobby Portis,C,26,MIL,72,59,2028,9.9,20.6,0.479,3.1,8,0.393,6.7,12.6,0.533,2,2.7,0.752,4.3,11.3,15.6,2,1.3,1.2,2.1,4.1,24.9,115,110
Kristaps Porziņģis,PF,26,TOT,51,51,1481,11.9,25.9,0.459,2.6,8.5,0.31,9.3,17.4,0.532,8.4,9.7,0.867,3.4,10.4,13.9,4,1.3,2.8,2.7,4.6,34.8,116,107
Kristaps Porziņģis,PF,26,DAL,34,34,1002,11.5,25.5,0.451,2.5,8.7,0.283,9,16.8,0.537,7.4,8.5,0.865,3.2,9.9,13.1,3.5,1.3,3,2.7,4.4,32.9,113,106
Kristaps Porziņģis,PF,26,WAS,17,17,479,12.7,26.7,0.475,3,8.2,0.367,9.7,18.6,0.522,10.4,12,0.871,3.9,11.6,15.5,5.2,1.2,2.6,2.9,5.1,38.8,122,110
Micah Potter,C,23,DET,3,0,31,7.9,17.3,0.455,0,3.1,0,7.9,14.2,0.556,3.1,3.1,1,6.3,7.9,14.2,0,1.6,1.6,1.6,6.3,18.9,108,112
Dwight Powell,C,30,DAL,82,71,1798,7.5,11.2,0.671,0.4,1,0.351,7.2,10.2,0.703,4.6,5.9,0.783,4.8,6.5,11.3,2.7,1,1.1,1.8,6.2,20.1,142,110
Myles Powell,PG,24,PHI,11,0,52,4.8,16.3,0.294,1,5.8,0.167,3.8,10.6,0.364,1.9,1.9,1,1,4.8,5.8,2.9,1,0,2.9,7.7,12.5,74,115
Norman Powell,SF-SG,28,TOT,45,41,1458,9.4,20.3,0.461,3.6,8.5,0.419,5.8,11.8,0.491,6.3,7.8,0.811,0.7,4.2,4.9,3.2,1.4,0.7,2.3,3.6,28.6,116,119
Norman Powell,SF,28,POR,40,39,1333,9.1,19.9,0.456,3.4,8.4,0.406,5.6,11.5,0.492,5.8,7.3,0.803,0.6,4.2,4.8,3,1.5,0.6,2.3,3.4,27.3,114,119
Norman Powell,SG,28,LAC,5,2,125,12.5,24.7,0.508,5.1,9.4,0.542,7.4,15.3,0.487,11.8,13.7,0.857,1.2,4.3,5.5,5.5,0.8,1.6,2.7,5.5,41.9,132,113
Joshua Primo,SF,19,SAS,50,16,965,5,13.4,0.374,2.1,6.8,0.307,2.9,6.6,0.444,2.2,2.9,0.746,1.6,4,5.6,4,1,1.1,2.8,3.9,14.3,96,115
Taurean Prince,PF,27,MIN,69,8,1177,7.2,15.8,0.454,3.5,9.3,0.376,3.7,6.5,0.565,2.5,3.3,0.756,1.1,6,7,2.7,1.9,0.9,2.1,4.7,20.3,112,112
Payton Pritchard,PG,24,BOS,71,2,1001,7.9,18.5,0.429,5,12.2,0.412,2.9,6.4,0.461,1,1,1,1.6,5.1,6.7,6.9,1.2,0.3,2,3,21.9,120,110
Trevelin Queen,SG,24,HOU,10,0,74,9.6,21.2,0.455,5.8,15.4,0.375,3.9,5.8,0.667,2.6,2.6,1,4.5,5.8,10.3,2.6,3.2,0.6,4.5,3.9,27.7,109,114
Neemias Queta,C,22,SAC,15,0,120,6.8,15.2,0.447,0,0,NA,6.8,15.2,0.447,4.4,6.8,0.647,5.6,6.8,12.4,2.4,0.4,3.2,2.4,7.2,18,106,115
Immanuel Quickley,PG,22,NYK,78,3,1802,7.9,20.1,0.392,3.8,11,0.346,4.1,9.1,0.448,4.9,5.6,0.881,0.9,6,6.9,7.6,1.5,0.1,2.7,4.6,24.5,114,112
Jahmi'us Ramsey,SG,20,SAC,19,0,134,8.6,20.8,0.414,1.8,6.5,0.278,6.8,14.4,0.475,2.5,5,0.5,1.4,3.2,4.7,2.5,0.4,0.4,1.8,3.6,21.5,95,121
Julius Randle,PF,27,NYK,72,72,2544,10.1,24.5,0.411,2.4,7.7,0.308,7.7,16.8,0.458,6,7.9,0.756,2.5,11.6,14.1,7.3,1,0.8,4.8,4,28.5,102,109
Austin Reaves,SG,23,LAL,61,19,1418,4.9,10.7,0.459,1.8,5.6,0.317,3.1,5.1,0.616,3.3,4,0.839,1.5,5,6.5,3.7,1,0.7,1.4,2.9,15,123,116
Cam Reddish,SF,22,TOT,49,7,1012,8,19.9,0.404,3.2,9,0.359,4.8,10.9,0.442,4.9,5.5,0.902,1.2,3.9,5.1,2.3,2.3,0.7,2.8,2.9,24.2,105,114
Cam Reddish,SF,22,ATL,34,7,797,8.5,21.2,0.402,3.6,9.4,0.379,4.9,11.7,0.421,4.4,4.9,0.9,1.2,3.9,5.2,2.3,2.2,0.7,2.7,2.8,25,104,115
Cam Reddish,SF,22,NYK,15,0,215,6.3,15.1,0.415,1.9,7.2,0.258,4.4,7.9,0.559,6.7,7.4,0.906,1.2,3.7,4.9,2.3,2.8,0.9,3,3.5,21.2,109,110
Davon Reed,SG,26,DEN,48,5,668,5.9,11.8,0.503,2.7,6.3,0.43,3.2,5.5,0.587,0.7,1.1,0.667,1,6.9,7.9,3.9,1.8,0.7,1.2,4.6,15.3,123,112
Paul Reed,C,22,PHI,38,2,302,8.9,15.9,0.563,0.3,1.3,0.25,8.6,14.5,0.591,1,2.3,0.429,7.3,7.9,15.2,2.6,5.5,2.3,1.7,9.4,19.2,122,100
Naz Reid,C,22,MIN,77,6,1215,9.1,18.6,0.489,2.2,6.5,0.343,6.9,12.1,0.568,4.5,5.8,0.765,4,7.8,11.8,2.8,1.6,2.8,3.2,6.7,24.9,113,109
Nick Richards,C,24,CHO,50,5,367,7.8,11.8,0.667,0,0,NA,7.8,11.8,0.667,3.9,5.6,0.698,4.4,6.8,11.2,1.7,1.2,2.7,3.1,6.7,19.6,122,113
Josh Richardson,SG,28,TOT,65,7,1600,7.2,16.4,0.438,3.1,7.6,0.415,4.1,8.8,0.458,2.9,3.3,0.889,1.3,4.4,5.7,3.5,1.7,0.9,2,3.6,20.4,113,110
Josh Richardson,SG,28,BOS,44,0,1087,6.9,15.7,0.443,2.8,7.1,0.397,4.1,8.5,0.481,2.8,3.2,0.859,1.2,4.5,5.7,3,1.6,1.1,1.8,3.7,19.5,113,109
Josh Richardson,SG,28,SAS,21,7,513,7.7,17.9,0.429,3.7,8.4,0.444,3.9,9.4,0.416,3.3,3.5,0.946,1.5,4.1,5.6,4.6,2.1,0.6,2.5,3.2,22.4,112,114
Austin Rivers,SG,29,DEN,67,18,1480,4.8,11.6,0.417,2.6,7.7,0.342,2.2,3.9,0.563,1.1,1.5,0.727,0.6,3.1,3.8,3,1.7,0.2,1.8,4,13.4,104,115
Duncan Robinson,SG,27,MIA,79,68,2043,7.1,17.8,0.399,5.7,15.3,0.372,1.4,2.5,0.569,1.2,1.5,0.836,0.6,4.4,5,3.2,1,0.3,1.5,4.9,21.1,113,112
Justin Robinson,PG,24,TOT,25,0,304,4.4,14.8,0.301,2.9,9.7,0.295,1.6,5.1,0.313,0.6,1.3,0.5,0.6,2.7,3.3,5.1,1.4,0.2,2.7,4.3,12.4,85,116
Justin Robinson,PG,24,MIL,17,0,198,4.4,13.8,0.316,2.4,9,0.27,1.9,4.9,0.4,0.5,0.5,1,0.5,2.7,3.2,5.1,1.9,0,2.7,4.1,11.6,87,115
Justin Robinson,PG,24,SAC,3,0,15,3.2,25.7,0.125,0,9.6,0,3.2,16,0.2,0,0,NA,0,3.2,3.2,6.4,0,0,3.2,6.4,6.4,38,122
Justin Robinson,PG,24,DET,5,0,91,4.8,15,0.321,4.3,11.3,0.381,0.5,3.8,0.143,1.1,3.2,0.333,1.1,2.7,3.8,4.8,0.5,0.5,2.7,4.3,15,92,119
Mitchell Robinson,C,23,NYK,72,62,1848,7.1,9.3,0.761,0,0,NA,7.1,9.3,0.761,2.4,4.9,0.486,8,8.7,16.7,1,1.6,3.6,1.6,5.3,16.5,143,106
Jeremiah Robinson-Earl,C,21,OKC,49,36,1087,6,14.5,0.414,2.6,7.4,0.352,3.4,7.1,0.478,1.8,2.4,0.741,3.4,8.9,12.3,2.2,1.3,0.7,1.7,3.4,16.4,108,113
Isaiah Roby,PF,23,OKC,45,28,948,8.5,16.6,0.514,2.3,5.1,0.444,6.3,11.5,0.545,4,6,0.672,3.9,7.3,11.1,3.6,1.8,1.7,2.2,5.6,23.3,120,111
Rajon Rondo,PG,35,TOT,39,1,697,4.8,12.4,0.386,2.2,6.2,0.352,2.6,6.2,0.42,1.3,1.8,0.731,1.1,6.5,7.6,12,2.1,0.4,4.8,3.9,13.1,101,111
Rajon Rondo,PG,35,LAL,18,0,289,3.8,11.8,0.324,1.3,5,0.267,2.5,6.8,0.366,0.2,0.3,0.5,1.7,6.5,8.1,11.1,2,0.8,5.6,4.1,9.1,84,113
Rajon Rondo,PG,35,CLE,21,1,408,5.5,12.9,0.429,2.8,7.1,0.397,2.7,5.8,0.468,2.2,2.9,0.75,0.6,6.6,7.2,12.6,2.2,0.1,4.2,3.8,16,114,109
Derrick Rose,PG,33,NYK,26,4,636,9.6,21.6,0.445,2.9,7.2,0.402,6.7,14.3,0.467,2.4,2.4,0.968,1.7,4.5,6.1,8.1,1.7,0.9,3.1,1.2,24.5,112,112
Terrence Ross,SG,30,ORL,63,0,1448,7.3,18.5,0.397,2.6,8.8,0.292,4.8,9.7,0.493,3.7,4.3,0.862,0.7,4.7,5.4,3.9,0.9,0.4,2.5,2.3,21,100,116
Terry Rozier,SG,27,CHO,73,73,2458,10.1,22.8,0.444,4.3,11.6,0.374,5.8,11.2,0.516,2.9,3.4,0.852,1.1,5.1,6.1,6.4,1.8,0.5,1.9,2.3,27.5,117,115
Ricky Rubio,PG,31,CLE,34,8,970,7.7,21.2,0.363,3,9,0.339,4.6,12.2,0.38,4.5,5.3,0.854,0.8,6.5,7.3,11.6,2.5,0.4,4.6,3.9,22.9,102,108
D'Angelo Russell,PG,25,MIN,65,65,2077,9.2,22.3,0.411,4,11.9,0.34,5.2,10.5,0.492,4.5,5.5,0.825,0.6,4.4,4.9,10.5,1.4,0.5,3.8,3,26.9,112,115
Matt Ryan,SF,24,BOS,1,0,5,9.9,49.7,0.2,9.9,49.7,0.2,0,0,NA,0,0,NA,0,0,0,0,9.9,0,0,0,29.8,65,94
Domantas Sabonis,PF,25,TOT,62,61,2136,10.1,17.6,0.573,0.9,2.9,0.312,9.2,14.8,0.623,5.6,7.6,0.741,4.6,12.6,17.2,7.4,1.3,0.6,4.5,4.6,26.7,121,113
Domantas Sabonis,PF,25,IND,47,46,1632,9.9,17.1,0.58,1.1,3.2,0.324,8.9,13.9,0.639,5.7,7.7,0.74,4.7,12.4,17,7.1,1.4,0.7,4.3,4.4,26.6,123,114
Domantas Sabonis,PF,25,SAC,15,15,504,10.7,19.3,0.554,0.4,1.6,0.235,10.3,17.7,0.584,5.3,7.1,0.743,4.4,13.3,17.7,8.3,1.2,0.5,5,5.4,27,115,113
Olivier Sarr,C,22,OKC,22,2,421,6.7,11.7,0.574,1.5,3.4,0.448,5.2,8.3,0.625,2.8,3.4,0.828,3.9,6.8,10.8,2.2,0.7,1.7,2.5,6,17.7,123,114
Tomáš Satoranský,SG-PG-SF,30,TOT,55,13,906,3.9,10.4,0.377,0.6,2.9,0.208,3.3,7.5,0.442,2.3,2.9,0.796,1.5,5.4,6.9,10,1.6,0.3,2.5,3.9,10.8,109,115
Tomáš Satoranský,SG,30,NOP,32,3,481,3.3,11,0.299,0.5,3.2,0.161,2.8,7.8,0.355,1.9,2.6,0.76,1.8,4.7,6.6,7.8,1.4,0.1,2.4,3.4,9,95,116
Tomáš Satoranský,SF,30,SAS,1,0,9,0,0,NA,0,0,NA,0,0,NA,16,21.3,0.75,0,5.3,5.3,0,0,0,0,0,16,187,118
Tomáš Satoranský,PG,30,WAS,22,10,416,4.8,10,0.476,0.7,2.6,0.273,4,7.4,0.548,2.5,3,0.84,1.1,6.2,7.3,12.8,1.8,0.5,2.7,4.5,12.7,123,115
Jordan Schakel,SG,23,WAS,4,0,30,1.6,18.1,0.091,1.6,9.9,0.167,0,8.2,0,3.3,3.3,1,3.3,9.9,13.2,0,1.6,0,1.6,0,8.2,55,114
Admiral Schofield,SF,24,ORL,38,1,469,5.6,13.3,0.419,2.7,8.1,0.329,2.9,5.2,0.56,1.2,1.5,0.8,1.8,7.4,9.2,2.6,0.4,0.5,2.2,6,15.1,102,115
Dennis Schröder,SG-PG,28,TOT,64,29,1837,8.4,19.4,0.431,2.3,6.7,0.344,6.1,12.7,0.477,4.2,4.9,0.853,0.9,4.8,5.7,7.9,1.4,0.2,3.8,4.1,23.2,107,112
Dennis Schröder,SG,28,BOS,49,25,1433,8.9,20.3,0.44,2.3,6.7,0.349,6.6,13.6,0.485,4.3,5,0.848,1,4.7,5.7,7.2,1.4,0.2,3.6,4,24.4,108,110
Dennis Schröder,PG,28,HOU,15,4,404,6.5,16.5,0.393,2.2,6.8,0.328,4.2,9.7,0.439,4,4.6,0.872,0.7,5.2,5.9,10.4,1.4,0.4,4.6,4.5,19.2,104,118
Tre Scott,SF,25,CLE,2,0,11,13.6,27.2,0.5,0,4.5,0,13.6,22.7,0.6,0,0,NA,4.5,4.5,9.1,0,4.5,4.5,0,9.1,27.2,106,100
Jay Scrubb,SG,21,LAC,18,0,121,7.3,18.6,0.391,2.4,8.5,0.286,4.9,10.1,0.48,2.8,4,0.7,0.8,5.7,6.5,3.2,1.6,1.2,2.8,3.6,19.8,93,111
Wayne Selden,SG,27,NYK,3,0,19,2.6,10.5,0.25,2.6,5.3,0.5,0,5.3,0,5.3,10.5,0.5,0,2.6,2.6,2.6,0,0,0,2.6,13.2,103,118
Alperen Şengün,C,19,HOU,72,13,1489,8,16.8,0.474,0.9,3.7,0.248,7,13,0.539,5.3,7.4,0.711,4.4,8.2,12.6,5.9,1.9,2.2,4.6,6.8,22.1,107,113
Collin Sexton,SG,23,CLE,11,11,316,10.7,23.9,0.45,1.7,7.1,0.244,9,16.8,0.538,4.6,6.2,0.744,2.1,3.6,5.7,3.6,1.6,0,4.9,4,27.8,96,113
Landry Shamet,SG,24,PHO,69,14,1437,6.4,16.2,0.394,4.1,11.2,0.368,2.3,5.1,0.45,2.3,2.7,0.84,0.5,3.7,4.2,3.6,0.9,0.3,1.4,3.1,19.2,111,112
Day'Ron Sharpe,PF,20,BRK,32,8,391,10.7,18.5,0.577,0.2,0.9,0.286,10.4,17.6,0.592,3,5.1,0.585,10,9.8,19.8,2.1,1.2,1.9,3.7,7.4,24.5,118,111
Pascal Siakam,PF,27,TOR,68,68,2578,11.6,23.4,0.494,1.5,4.2,0.344,10.1,19.2,0.527,5.5,7.3,0.749,2.5,8.8,11.2,7,1.6,0.8,3.5,4.4,30.1,116,110
Chris Silva,PF,25,TOT,10,0,91,4.4,8.2,0.533,0,0,NA,4.4,8.2,0.533,5.5,6.6,0.833,7.1,12.6,19.8,3.8,0,0.5,4.4,11,14.3,119,109
Chris Silva,PF,25,MIN,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,15.9,15.9,0,0,0,0,0,0,NA,111
Chris Silva,PF,25,MIA,9,0,88,4.5,8.5,0.533,0,0,NA,4.5,8.5,0.533,5.7,6.8,0.833,7.4,12.5,19.9,4,0,0.6,4.5,11.4,14.8,119,109
Marko Simonovic,C,22,CHI,9,0,35,5.6,20.9,0.267,1.4,7,0.2,4.2,14,0.3,11.2,15.3,0.727,7,7,14,0,1.4,1.4,2.8,8.4,23.7,96,113
Anfernee Simons,SG,22,POR,57,30,1681,10.3,23.2,0.443,5.2,12.8,0.405,5.1,10.3,0.49,3,3.4,0.888,0.8,3.6,4.4,6.4,0.9,0.2,3.3,3.2,28.7,112,121
Zavier Simpson,PG,24,OKC,4,4,174,5.3,14.6,0.365,0.3,2.2,0.125,5,12.3,0.409,1.4,1.4,1,0.6,5.3,5.9,8.4,1.4,1.1,2.8,4.2,12.3,91,114
Jericho Sims,PF,23,NYK,41,5,555,3.5,4.9,0.722,0,0,NA,3.5,4.9,0.722,1.1,2.6,0.414,5.5,9.7,15.2,1.9,1,2,1.8,5.9,8.1,129,109
Deividas Sirvydis,SG,21,DET,3,0,27,1.8,18.1,0.1,1.8,12.6,0.143,0,5.4,0,0,0,NA,0,10.8,10.8,1.8,5.4,1.8,0,7.2,5.4,41,102
Javonte Smart,PG,22,TOT,17,1,200,4.6,14.5,0.317,1.9,6.5,0.296,2.7,8,0.333,1.2,1.5,0.833,1.2,4.6,5.8,3.9,1.5,0.7,2.7,2.9,12.3,84,113
Javonte Smart,PG,22,MIL,13,1,160,3.3,12.9,0.256,1.2,5.4,0.222,2.1,7.5,0.28,1.5,1.8,0.833,1.2,4.5,5.7,4.2,1.2,0.6,2.7,3.3,9.3,77,114
Javonte Smart,PG,22,MIA,4,0,40,10,21.3,0.471,5,11.3,0.444,5,10,0.5,0,0,NA,1.3,5,6.3,2.5,2.5,1.3,2.5,1.3,25,107,108
Marcus Smart,PG,27,BOS,71,71,2296,6.5,15.5,0.418,2.6,7.8,0.331,3.9,7.7,0.506,3.1,3.9,0.793,0.9,4.9,5.8,9,2.6,0.4,3.4,3.5,18.6,110,107
Dennis Smith Jr.,PG,24,POR,37,4,638,6,14.5,0.418,0.5,2.1,0.222,5.6,12.4,0.451,3.2,4.9,0.656,1.5,5.2,6.7,10.1,3.4,0.9,3.9,4,15.8,101,114
Ish Smith,PG,33,TOT,65,1,1126,8,18.6,0.43,1.1,2.9,0.373,6.9,15.7,0.441,0.6,1,0.625,1.1,5,6.1,10.6,2,1,3.4,3.4,17.8,101,114
Ish Smith,PG,33,CHO,37,1,511,6.9,17.4,0.395,0.9,2.3,0.4,5.9,15,0.394,1.1,1.8,0.632,1,4.3,5.4,9.2,1.9,0.9,3.4,3.2,15.8,95,115
Ish Smith,PG,33,WAS,28,0,615,9,19.7,0.457,1.2,3.4,0.357,7.8,16.3,0.478,0.2,0.4,0.6,1.1,5.5,6.7,11.7,2.2,1,3.4,3.5,19.5,105,114
Jalen Smith,PF,21,TOT,51,8,925,9.3,18.4,0.503,2.1,6.4,0.328,7.1,12,0.596,4.1,5.4,0.765,5.3,10.8,16.1,1.3,0.8,2.2,2.2,5,24.7,119,111
Jalen Smith,PF,21,PHO,29,4,382,7.9,17.3,0.46,1.1,4.9,0.231,6.8,12.3,0.551,5,6.6,0.769,6.9,10.6,17.5,0.8,0.8,2.3,2.8,6.6,22,112,106
Jalen Smith,PF,21,IND,22,4,543,10.2,19.2,0.531,2.8,7.5,0.373,7.4,11.7,0.631,3.4,4.5,0.76,4.1,11,15.2,1.6,0.8,2.1,1.8,4,26.6,124,114
Xavier Sneed,SF,24,TOT,9,0,39,2.5,12.6,0.2,1.3,10.1,0.125,1.3,2.5,0.5,0,0,NA,2.5,5,7.6,1.3,0,0,0,2.5,6.3,75,117
Xavier Sneed,SF,24,MEM,2,0,8,0,12,0,0,12,0,0,0,NA,0,0,NA,6,6,12,0,0,0,0,12,0,39,115
Xavier Sneed,SF,24,UTA,7,0,31,3.2,12.8,0.25,1.6,9.6,0.167,1.6,3.2,0.5,0,0,NA,1.6,4.8,6.4,1.6,0,0,0,0,8,84,117
Tony Snell,SG,30,TOT,53,12,823,4.1,10.2,0.404,2.7,7.6,0.352,1.4,2.6,0.558,0.2,0.2,1,1,5.2,6.1,1.7,1,0.5,1.1,4.2,11.1,106,119
Tony Snell,SG,30,POR,38,10,546,3.2,8.7,0.371,2.1,6.7,0.32,1.1,2,0.545,0.3,0.3,1,1,5.5,6.4,1.8,0.7,0.6,1,3.9,8.9,103,120
Tony Snell,SG,30,NOP,15,2,277,5.9,13.2,0.446,3.7,9.4,0.396,2.1,3.7,0.571,0.2,0.2,1,0.9,4.6,5.5,1.4,1.4,0.4,1.4,4.6,15.7,112,116
Jaden Springer,SG,19,PHI,2,0,6,8.3,8.3,1,0,0,NA,8.3,8.3,1,0,0,NA,8.3,8.3,16.6,0,0,16.6,8.3,0,16.6,101,95
Cassius Stanley,SG,22,DET,9,1,155,6,14.5,0.413,1.3,5.4,0.235,4.7,9.1,0.517,3.1,3.1,1,1.6,4.4,6,1.3,1.6,0.6,1.9,5.4,16.4,101,116
Nik Stauskas,SG,28,TOT,8,0,39,6.4,17.9,0.357,5.1,12.8,0.4,1.3,5.1,0.25,5.1,7.7,0.667,1.3,2.6,3.8,2.6,0,0,1.3,1.3,23,113,116
Nik Stauskas,SG,28,MIA,2,0,24,6.3,16.7,0.375,4.2,8.3,0.5,2.1,8.3,0.25,6.3,8.3,0.75,2.1,4.2,6.3,2.1,0,0,0,2.1,22.9,127,115
Nik Stauskas,SG,28,BOS,6,0,15,6.6,19.9,0.333,6.6,19.9,0.333,0,0,NA,3.3,6.6,0.5,0,0,0,3.3,0,0,3.3,0,23.2,95,117
Lance Stephenson,PG-SG,31,TOT,46,1,814,8.8,19.4,0.455,1.6,5.4,0.3,7.2,14,0.515,3.8,4.8,0.788,0.7,6.9,7.6,9.9,1.4,0.2,4.3,5.8,23.1,107,117
Lance Stephenson,SG,31,ATL,6,0,70,3.5,9.1,0.385,0,2.1,0,3.5,7,0.5,0.7,1.4,0.5,0.7,9.8,10.5,7.7,0,0,2.8,5.6,7.7,92,118
Lance Stephenson,PG,31,IND,40,1,744,9.3,20.4,0.458,1.8,5.7,0.31,7.6,14.7,0.516,4.1,5.1,0.795,0.7,6.6,7.4,10.1,1.6,0.3,4.5,5.8,24.6,108,117
Lamar Stevens,PF,24,CLE,63,13,1015,7.7,15.7,0.489,0.9,3.2,0.277,6.8,12.5,0.543,2.6,3.7,0.707,2.3,5.8,8.1,2.2,1.5,0.9,2,5.2,18.8,107,110
Isaiah Stewart,C,20,DET,71,71,1816,6.7,13.2,0.51,0.4,1.2,0.326,6.3,11.9,0.529,2,2.8,0.718,6.1,10.5,16.6,2.2,0.6,2.1,2.3,5.7,15.8,113,112
Max Strus,SF,25,MIA,68,16,1587,7.8,17.8,0.441,5.7,13.9,0.41,2.1,3.8,0.557,1.3,1.7,0.792,0.8,5.6,6.4,2.9,0.9,0.5,1.8,3.7,22.7,116,112
Jalen Suggs,PG,20,ORL,48,45,1307,7.3,20.3,0.361,1.6,7.3,0.214,5.8,13,0.443,4.7,6,0.773,1,5.4,6.3,7.7,2.2,0.7,5.3,5.3,20.9,88,112
Craig Sword,SG,28,WAS,3,0,19,7.8,10.4,0.75,0,2.6,0,7.8,7.8,1,0,0,NA,0,0,0,2.6,10.4,0,2.6,18.2,15.6,115,99
Keifer Sykes,PG,28,IND,32,11,566,6,16.4,0.363,2.3,7.8,0.3,3.6,8.7,0.42,1.3,1.5,0.882,0.7,3.2,3.9,5.4,1,0.3,2.9,4.4,15.6,94,120
Jae'Sean Tate,PF,26,HOU,78,77,2056,8.4,16.9,0.498,1.5,4.7,0.312,6.9,12.2,0.569,3,4.3,0.707,3.1,6.6,9.7,5.1,1.7,0.9,3.2,6.6,21.3,111,116
Jayson Tatum,SF,23,BOS,76,76,2731,12.9,28.5,0.453,4.2,11.8,0.353,8.7,16.6,0.524,7.3,8.5,0.853,1.5,9.5,11.1,6.1,1.4,0.9,3.9,3.2,37.2,113,106
Terry Taylor,PF,22,IND,33,7,714,9.3,15.1,0.614,0.8,2.6,0.316,8.4,12.5,0.676,2.5,3.5,0.706,6.5,5.3,11.8,2.8,1,0.5,1.6,4.2,21.8,135,119
Garrett Temple,SG,35,NOP,59,16,1098,5,13.3,0.376,2.7,8.3,0.319,2.3,4.9,0.473,1.3,1.8,0.683,1.3,5.1,6.4,3.3,1.9,1,1.9,3.6,13.9,101,113
Emanuel Terry,PF,25,PHO,3,0,18,0,13.4,0,0,0,NA,0,13.4,0,0,0,NA,21.4,18.7,40.1,5.3,2.7,0,13.4,10.7,0,61,99
Tyrell Terry,PG,21,MEM,2,0,3,15.9,15.9,1,0,0,NA,15.9,15.9,1,0,0,NA,0,0,0,0,0,0,0,15.9,31.9,200,118
Jon Teske,C,24,MEM,3,0,8,0,6,0,0,0,NA,0,6,0,0,12,0,0,12,12,6,6,0,0,6,0,32,99
Daniel Theis,C,29,TOT,47,27,977,7.5,14.4,0.519,1.6,5.3,0.308,5.8,9.1,0.641,2.4,3.6,0.681,2.9,8.4,11.3,2,1,1.5,2.3,5.5,19,113,112
Daniel Theis,C,29,HOU,26,21,584,6.8,14.6,0.469,1.9,6.4,0.291,5,8.1,0.61,2.2,3.3,0.675,2.6,8,10.6,1.6,0.9,1.4,2.5,5.1,17.8,104,117
Daniel Theis,C,29,BOS,21,6,393,8.5,14.2,0.598,1.3,3.5,0.357,7.2,10.6,0.679,2.8,4,0.688,3.4,9,12.4,2.7,1.1,1.8,1.9,6.2,21,128,106
Brodric Thomas,SG,25,BOS,12,0,60,6.6,14.9,0.444,1.7,7.5,0.222,5,7.5,0.667,2.5,4.1,0.6,1.7,6.6,8.3,9.1,0.8,0.8,5,5.8,17.4,101,109
Cam Thomas,SG,20,BRK,67,2,1176,9,20.7,0.433,1.9,7.2,0.27,7,13.6,0.52,3.6,4.3,0.829,0.7,6,6.6,3.2,1.4,0.3,2.3,2.7,23.5,103,115
Isaiah Thomas,PG,32,TOT,22,1,333,9.7,24.1,0.401,4,12,0.337,5.6,12.1,0.464,3.2,3.8,0.846,0.6,3.6,4.2,4.9,1,0.7,2.2,4.9,26.6,104,117
Isaiah Thomas,PG,32,LAL,4,1,101,5.7,18.5,0.308,2.4,10.4,0.227,3.3,8.1,0.412,3.8,5.2,0.727,0.5,3.3,3.8,2.8,0,0.9,2.4,5.7,17.6,86,119
Isaiah Thomas,PG,32,DAL,1,0,13,11.6,31,0.375,0,11.6,0,11.6,19.4,0.6,0,0,NA,0,0,0,15.5,0,0,0,0,23.2,102,118
Isaiah Thomas,PG,32,CHO,17,0,219,11.4,26.3,0.433,5,12.7,0.397,6.4,13.6,0.468,3.1,3.3,0.933,0.7,3.9,4.6,5.3,1.5,0.7,2.2,4.8,30.9,111,116
Matt Thomas,SG,27,CHI,40,0,459,5.9,14.3,0.41,3.7,9.7,0.385,2.1,4.6,0.465,1.7,2.1,0.8,0.3,5,5.3,2.1,0.9,0.3,0.9,1.9,17.1,113,117
