away_team,away_score,home_team,home_score,date
Misericordia,2,Susquehanna,0,2022-09-01
Catholic,1,Johns Hopkins,6,2022-09-01
Messiah,3,Stevens,2,2022-09-01
Capital,2,Case Western Reserve,4,2022-09-01
Calvin,2,Heidelberg,0,2022-09-01
St. Norbert,1,Loras,6,2022-09-01
William Smith,8,St. Joseph (Conn.),0,2022-09-01
UW-La Crosse,1,Cal Lutheran,0,2022-09-01
UW-Whitewater,0,Mary Hardin-Baylor,3,2022-09-01
Emory,5,Berry,0,2022-09-01
Alvernia,0,Montclair State,1,2022-09-01
Piedmont,0,Pacific Lutheran,3,2022-09-01
Wartburg,1,St. Olaf,0,2022-09-01
SUNY Delhi,0,Cortland State,8,2022-09-01
Lesley,1,Wentworth,2,2022-09-01
Monmouth,2,Rockford,1,2022-09-01
Fitchburg State,3,Dean,0,2022-09-01
FDU-Florham,2,Ramapo,1,2022-09-01
St. Thomas (Texas),2,Howard Payne,1,2022-09-01
Smith,1,Mass-Boston,1,2022-09-01
Sul Ross State,1,Belhaven,3,2022-09-01
UW-River Falls,3,Finlandia,0,2022-09-01
MCLA,1,Nichols,5,2022-09-01
Augsburg,2,UW-Superior,1,2022-09-01
Stockton,1,St. Joseph's (L.I.),0,2022-09-01
Oglethorpe,6,Agnes Scott,1,2022-09-01
St. Catherine,2,UW-Stevens Point,0,2022-09-01
Lawrence,0,Concordia (Wis.),3,2022-09-01
Albion,3,Manchester,0,2022-09-01
Rochester,2,Geneseo State,0,2022-09-01
Knox,0,Transylvania,2,2022-09-01
Northwestern (Minn.),1,Bethel,4,2022-09-01
Ursinus,1,Eastern,0,2022-09-01
Curry,4,Rhode Island College,1,2022-09-01
Penn State-Altoona,1,Lycoming,3,2022-09-01
Potsdam State,3,SUNY Canton,0,2022-09-01
DePauw,1,Otterbein,1,2022-09-01
Southern Virginia,2,Bridgewater (Va.),1,2022-09-01
Lebanon Valley,1,Moravian,1,2022-09-01
Johnson and Wales,1,Babson,3,2022-09-01
Averett,1,Pfeiffer,0,2022-09-01
Brockport State,0,Alfred,1,2022-09-01
Plymouth State,3,New England College,1,2022-09-01
Immaculata,2,Cedar Crest,5,2022-09-01
Oswego State,7,Cazenovia,0,2022-09-01
Randolph,1,Eastern Mennonite,1,2022-09-01
Penn State-Abington,7,Gwynedd-Mercy,0,2022-09-01
Rutgers-Newark,0,Union,2,2022-09-01
Buffalo State,8,Pitt-Bradford,1,2022-09-01
Farmingdale State,0,Salisbury,1,2022-09-01
Plattsburgh State,2,Castleton,0,2022-09-01
Keuka,2,Hilbert,2,2022-09-01
Clarks Summit,2,Wells,2,2022-09-01
Simmons,0,Wellesley,2,2022-09-01
Neumann,0,DeSales,5,2022-09-01
William Paterson,2,Centenary (N.J.),2,2022-09-01
Ithaca,3,Elmira,0,2022-09-01
Earlham,0,Adrian,0,2022-09-01
Waynesburg,0,Lancaster Bible,2,2022-09-01
UW-Platteville,3,Edgewood,1,2022-09-01
Ferrum,0,Mary Baldwin,1,2022-09-01
Endicott,3,Lasell,0,2022-09-01
King's,3,Penn College,2,2022-09-01
Bryn Mawr,1,Cabrini,2,2022-09-01
Bluffton,0,Oberlin,5,2022-09-01
Roger Williams,2,Framingham State,0,2022-09-01
Vassar,1,Mount St. Vincent,2,2022-09-01
Grove City,3,Pitt-Greensburg,2,2022-09-01
Westminster (Pa.),2,John Carroll,2,2022-09-01
Colby-Sawyer,2,Maine Maritime,2,2022-09-01
Anna Maria,0,Bard,1,2022-09-01
Asbury,0,Hanover,6,2022-09-01
Worcester State,1,Wheaton (Mass.),4,2022-09-01
Bryn Athyn,0,Albright,1,2022-09-01
Elmhurst,0,Dominican,6,2022-09-01
Luther,1,Carleton,2,2022-09-01
UW-Oshkosh,15,Ripon,0,2022-09-01
Lakeland,12,Mount Mary,0,2022-09-01
UW-Stout,1,Hamline,2,2022-09-01
St. Mary's (Ind.),1,Concordia-Chicago,1,2022-09-01
Mount Aloysius,0,Dickinson,6,2022-09-01
St. Lawrence,3,Hartwick,1,2022-09-01
Augustana,2,Central,1,2022-09-01
Minnesota-Morris,0,Saint Mary's (Minn.),3,2022-09-01
Northland,0,Macalester,5,2022-09-01
Dubuque,0,Grinnell,0,2022-09-01
Kalamazoo,1,Ohio Wesleyan,1,2022-09-01
Houghton,6,Alfred State,0,2022-09-01
Berea,0,Spalding,5,2022-09-01
Regis (Mass.),0,Emerson,5,2022-09-01
Guilford,5,Brevard,0,2022-09-01
Ohio Northern,2,Wittenberg,0,2022-09-01
Buena Vista,0,Bethany Lutheran,4,2022-09-01
Illinois Wesleyan,1,Simpson,1,2022-09-01
Lake Forest,4,Wisconsin Lutheran,0,2022-09-01
Birmingham-Southern,1,Huntingdon,1,2022-09-01
Marian,0,Beloit,1,2022-09-01
LeTourneau,1,University of Dallas,3,2022-09-01
Centre,5,Mount St. Joseph,1,2022-09-01
Muskingum,3,Washington and Jefferson,3,2022-09-01
Southern Maine,2,Clark,0,2022-09-01
Rose-Hulman,1,Webster,2,2022-09-01
Widener,1,Penn State-Harrisburg,1,2022-09-01
Drew,5,Manhattanville,1,2022-09-01
Keene State,0,Bridgewater State,0,2022-09-01
Mitchell,0,Albertus Magnus,2,2022-09-01
NVU-Johnson,1,Norwich,5,2022-09-01
Western New England,0,Western Connecticut,2,2022-09-01
Washington College,1,Stevenson,0,2022-09-01
Oneonta State,2,RPI,0,2022-09-01
Suffolk,0,Elms,0,2022-09-01
Mary Washington,0,Randolph-Macon,1,2022-09-01
SUNY Poly,0,Utica,6,2022-09-01
Brandeis,1,MIT,2,2022-09-01
Mount Union,3,Hiram,1,2022-09-01
Hood,2,St. Mary's (Md.),2,2022-09-01
New Paltz State,3,Sage,0,2022-09-01
Gettysburg,0,Goucher,2,2022-09-01
York (Pa.),1,Franklin and Marshall,2,2022-09-01
Roanoke,2,Greensboro,0,2022-09-01
Chatham,2,Juniata,1,2022-09-01
Marymount,0,Shenandoah,2,2022-09-01
Marywood,7,Keystone,0,2022-09-01
Trine,2,Franklin,0,2022-09-01
Wooster,2,Marietta,2,2022-09-01
Muhlenberg,0,Elizabethtown,1,2022-09-01
St. Joseph's (Maine),0,University of New England,4,2022-09-01
Cairn,0,Delaware Valley,1,2022-09-01
St. John Fisher,3,Allegheny,0,2022-09-01
Swarthmore,2,Arcadia,1,2022-09-01
Wilkes,0,Penn State-Berks,2,2022-09-01
Hendrix,1,Austin,0,2022-09-01
MSOE,3,Texas-Dallas,2,2022-09-01
Gustavus Adolphus,2,Chapman,1,2022-09-01
Mount St. Mary,0,New York University,9,2022-09-01
Thomas,0,Gordon,7,2022-09-01
La Roche,2,Geneva,2,2022-09-01
Covenant,0,Sewanee,1,2022-09-01
Chicago,0,Pomona-Pitzer,3,2022-09-01
SUNY-Cobleskill,0,Morrisville State,1,2022-09-01
Salem State,0,WPI,4,2022-09-01
Benedictine,0,North Park,2,2022-09-01
Millikin,5,Illinois College,0,2022-09-01
Aurora,0,North Central (Ill.),1,2022-09-01
Greenville,0,Washington U.,2,2022-09-01
Carthage,1,Illinois Tech,2,2022-09-01
McMurry,1,Texas Lutheran,1,2022-09-01
St. Scholastica,0,Hardin-Simmons,2,2022-09-01
Centenary (La.),0,East Texas Baptist,2,2022-09-01
Lewis and Clark,0,Whittier,1,2022-09-01
Whitworth,0,La Verne,3,2022-09-01
Saint Benedict,0,Christopher Newport,1,2022-09-02
Lynchburg,1,Rowan,1,2022-09-02
McDaniel,0,Virginia Wesleyan,1,2022-09-02
UW-Eau Claire,0,Wartburg,2,2022-09-02
Yeshiva,0,New Jersey City,10,2022-09-02
Alverno,0,SUNY-Maritime,7,2022-09-02
Schreiner,3,University of the Ozarks,1,2022-09-02
Sweet Briar,2,Trinity (D.C.),3,2022-09-02
Denison,1,RIT,2,2022-09-02
Kenyon,1,Nazareth,1,2022-09-02
North Carolina Wesleyan,2,Bob Jones,5,2022-09-02
Wilson,0,St. Vincent,3,2022-09-02
Mass-Boston,1,Coast Guard,2,2022-09-02
Franciscan,1,Penn State-Behrend,4,2022-09-02
Bethany,1,La Roche,1,2022-09-02
Wheaton (Ill.),0,Hope,2,2022-09-02
Notre Dame (Md.),6,Gallaudet,2,2022-09-02
MSOE,0,Southwestern,0,2022-09-02
Fredonia State,0,Baldwin Wallace,1,2022-09-02
Concordia-Moorhead,0,Nebraska Wesleyan,1,2022-09-02
Mary Washington,0,Messiah,2,2022-09-03
Trinity (Texas),4,Fontbonne,1,2022-09-03
Illinois Tech,0,Calvin,1,2022-09-03
UW-La Crosse,1,Chapman,0,2022-09-03
St. Scholastica,2,Mary Hardin-Baylor,3,2022-09-03
Emory,0,Pacific Lutheran,1,2022-09-03
Montclair State,2,Gordon,1,2022-09-03
TCNJ,2,Salisbury,3,2022-09-03
Piedmont,0,Puget Sound,5,2022-09-03
Washington and Lee,0,Stevens,0,2022-09-03
Rochester,1,Cortland State,1,2022-09-03
Buena Vista,1,Finlandia,0,2022-09-03
Mount Holyoke,0,Westfield State,3,2022-09-03
Worcester State,0,Clark,4,2022-09-03
Eastern,0,Goucher,1,2022-09-03
Regis (Mass.),1,Curry,0,2022-09-03
Mount Aloysius,0,Grove City,7,2022-09-03
Sage,0,Plattsburgh State,3,2022-09-03
Maine-Farmington,0,Plymouth State,6,2022-09-03
Colby-Sawyer,0,St. Lawrence,1,2022-09-03
CCNY,3,Albertus Magnus,3,2022-09-03
Emmanuel,10,MCLA,0,2022-09-03
Potsdam State,0,Clarkson,2,2022-09-03
Suffolk,1,Framingham State,0,2022-09-03
Salve Regina,0,Johnson and Wales,2,2022-09-03
Mitchell,0,Anna Maria,3,2022-09-03
Keene State,0,Western New England,3,2022-09-03
Bob Jones,4,Meredith,0,2022-09-03
Arcadia,0,Haverford,1,2022-09-03
St. Joseph's (Bklyn.),0,John Jay,4,2022-09-03
Castleton,0,Skidmore,4,2022-09-03
Penn College,1,Wilkes,6,2022-09-03
Mount St. Vincent,2,New Jersey City,0,2022-09-03
Elmhurst,0,Alma,2,2022-09-03
Millikin,1,Kalamazoo,1,2022-09-03
Lewis and Clark,0,La Verne,2,2022-09-03
Hiram,1,Geneva,0,2022-09-03
SUNY Poly,4,Clarks Summit,0,2022-09-03
Maine-Presque Isle,1,Simmons,1,2022-09-03
Washington and Jefferson,0,John Carroll,0,2022-09-03
Wilson,0,Pitt-Greensburg,3,2022-09-03
Husson,3,Elms,1,2022-09-03
WPI,2,Western Connecticut,0,2022-09-03
SUNY Canton,0,Oswego State,7,2022-09-03
Norwich,1,Eastern Nazarene,0,2022-09-03
Kenyon,0,RIT,2,2022-09-03
RPI,0,New Paltz State,0,2022-09-03
Heidelberg,1,Wittenberg,1,2022-09-03
Methodist,2,Eastern Mennonite,0,2022-09-03
DeSales,1,Dickinson,3,2022-09-03
Roger Williams,0,Babson,5,2022-09-03
Swarthmore,3,Marywood,1,2022-09-03
Immaculata,2,Cairn,3,2022-09-03
Brooklyn,1,Rutgers-Newark,9,2022-09-03
Medaille,0,Thiel,4,2022-09-03
Lancaster Bible,0,Elmira,1,2022-09-03
Sarah Lawrence,0,Ramapo,3,2022-09-03
Belhaven,1,Berry,3,2022-09-03
Southern Virginia,1,Shenandoah,3,2022-09-03
Lakeland,0,Northland,1,2022-09-03
Webster,2,Monmouth,0,2022-09-03
Chicago,4,Claremont-Mudd-Scripps,2,2022-09-03
Whitworth,2,Whittier,3,2022-09-03
Concordia (Texas),0,Pomona-Pitzer,4,2022-09-03
Randolph-Macon,1,St. Mary's (Md.),0,2022-09-03
Denison,0,Nazareth,1,2022-09-03
Covenant,3,Asbury,1,2022-09-03
Springfield,2,University of New England,0,2022-09-03
Massachusetts Maritime,1,Dean,1,2022-09-03
Utica,0,Union,1,2022-09-03
Miss. U. for Women,5,Agnes Scott,0,2022-09-03
Augsburg,1,UW-Stout,0,2022-09-03
Lake Forest,0,Concordia (Wis.),4,2022-09-03
Simpson,1,St. Catherine,4,2022-09-03
Hanover,2,Ohio Northern,3,2022-09-03
Penn State-Altoona,0,Ohio Wesleyan,3,2022-09-03
Albright,0,Stockton,2,2022-09-03
UW-Platteville,3,Northwestern (Minn.),0,2022-09-03
Bethany,7,Hilbert,5,2022-09-03
Eastern Connecticut,1,Wentworth,1,2022-09-03
Texas Lutheran,1,Howard Payne,2,2022-09-03
Martin Luther,4,Maranatha Baptist,0,2022-09-03
UW-Oshkosh,6,Bethel,0,2022-09-03
Neumann,0,King's,4,2022-09-03
Buffalo State,0,Keuka,1,2022-09-03
Coe,0,Grinnell,1,2022-09-03
Oneonta State,1,Alfred,0,2022-09-03
Salem State,0,Mass-Dartmouth,1,2022-09-03
Smith,3,Bard,0,2022-09-03
Fitchburg State,2,St. Joseph (Conn.),3,2022-09-03
Thomas,1,New England College,1,2022-09-03
North Central (Ill.),7,Benedictine,0,2022-09-03
Lawrence,0,Macalester,2,2022-09-03
Augustana,0,Greenville,1,2022-09-03
Marian,4,Ripon,0,2022-09-03
Maryville (Tenn.),1,Adrian,0,2022-09-03
William Peace,3,Ferrum,0,2022-09-03
Juniata,0,Westminster (Pa.),2,2022-09-03
MIT,3,Bridgewater State,0,2022-09-03
Bridgewater (Va.),3,Catholic,0,2022-09-03
Franciscan,3,Fredonia State,2,2022-09-03
Scranton,5,Kean,0,2022-09-03
Warren Wilson,0,Guilford,6,2022-09-03
Rose-Hulman,0,Centre,1,2022-09-03
FDU-Florham,1,William Paterson,0,2022-09-03
UW-River Falls,3,Bethany Lutheran,2,2022-09-03
Blackburn,6,Mount Mary,0,2022-09-03
Lynchburg,2,Rutgers-Camden,0,2022-09-03
Manhattanville,0,Delaware Valley,2,2022-09-03
Central,1,St. Mary's (Ind.),0,2022-09-03
Houghton,0,Penn State-Harrisburg,0,2022-09-03
Manchester,0,DePauw,2,2022-09-03
Mount St. Joseph,0,Sewanee,1,2022-09-03
St. Thomas (Texas),2,Centenary (La.),1,2022-09-03
Eureka,0,Earlham,5,2022-09-03
Austin,0,LeTourneau,2,2022-09-03
Oberlin,1,Wilmington,0,2022-09-03
Elizabethtown,0,Gettysburg,1,2022-09-03
Waynesburg,2,Mount Union,2,2022-09-03
Penn State-Berks,0,Moravian,1,2022-09-03
Westminster (Mo.),0,Concordia-Moorhead,1,2022-09-03
Emerson,0,UC Santa Cruz,0,2022-09-03
Baldwin Wallace,3,Penn State-Behrend,2,2022-09-03
Gustavus Adolphus,2,Cal Lutheran,1,2022-09-03
UW-Whitewater,0,Hardin-Simmons,0,2022-09-03
Chatham,1,Misericordia,5,2022-09-04
Roanoke,0,Johns Hopkins,11,2022-09-04
Christopher Newport,0,McDaniel,0,2022-09-04
Otterbein,0,Case Western Reserve,4,2022-09-04
Trinity (Texas),0,Washington U.,0,2022-09-04
Carnegie Mellon,0,William Smith,2,2022-09-04
Loras,1,Dominican,1,2022-09-04
Farmingdale State,0,Rowan,1,2022-09-04
Saint Benedict,0,Virginia Wesleyan,1,2022-09-04
Montclair State,2,Endicott,1,2022-09-04
TCNJ,5,St. Mary's (Md.),0,2022-09-04
Washington and Lee,4,Arcadia,3,2022-09-04
Yeshiva,0,SUNY-Old Westbury,9,2022-09-04
Maine-Farmington,1,Norwich,0,2022-09-04
Skidmore,0,Plattsburgh State,1,2022-09-04
Maryville (Tenn.),2,Mount St. Joseph,1,2022-09-04
McMurry,0,Occidental,1,2022-09-04
Eureka,1,Defiance,0,2022-09-04
Wheaton (Mass.),0,Geneseo State,2,2022-09-04
Stevens,2,Haverford,2,2022-09-04
Colby-Sawyer,1,Clarkson,3,2022-09-04
Ursinus,4,Stevenson,0,2022-09-04
University of New England,6,Mount Holyoke,0,2022-09-04
Potsdam State,0,St. Lawrence,7,2022-09-04
Centenary (N.J.),1,Drew,10,2022-09-04
North Park,0,Aurora,0,2022-09-04
Schreiner,0,Hendrix,1,2022-09-04
Lewis and Clark,0,Caltech,0,2022-09-04
Husson,1,Western New England,4,2022-09-04
Carleton,3,Claremont-Mudd-Scripps,2,2022-09-04
Southern Maine,4,St. Joseph's (Maine),1,2022-09-04
Brandeis,2,Lasell,0,2022-09-04
Ohio Wesleyan,1,Westminster (Pa.),0,2022-09-04
Maine Maritime,0,Curry,2,2022-09-04
Franklin,4,Berea,1,2022-09-04
New York University,0,Vassar,0,2022-09-04
Randolph-Macon,3,Salisbury,1,2022-09-04
Lebanon Valley,0,Muhlenberg,0,2022-09-04
SUNY-Cobleskill,5,Wells,2,2022-09-04
Methodist,2,Averett,2,2022-09-04
St. John Fisher,0,Brockport State,0,2022-09-04
Millikin,0,Albion,0,2022-09-04
Lawrence,0,Saint Mary's (Minn.),2,2022-09-04
Huntingdon,0,Rhodes,1,2022-09-04
UW-Eau Claire,5,Coe,0,2022-09-04
Allegheny,0,Wooster,6,2022-09-04
Adrian,1,Sewanee,0,2022-09-04
Edgewood,2,Cornell,0,2022-09-04
Widener,2,Bryn Mawr,1,2022-09-04
Carthage,2,Alma,2,2022-09-04
Olivet,2,Muskingum,2,2022-09-04
Kean,1,Albright,1,2022-09-04
Illinois Wesleyan,5,Knox,1,2022-09-04
Beloit,4,Wisconsin Lutheran,0,2022-09-04
UW-Stevens Point,0,St. Olaf,1,2022-09-04
Delaware Valley,1,Susquehanna,8,2022-09-04
Ithaca,4,Mount St. Mary,1,2022-09-04
Lakeland,1,Finlandia,0,2022-09-04
Westminster (Mo.),0,Nebraska Wesleyan,2,2022-09-04
Hamline,0,UW-Superior,0,2022-09-04
Bluffton,2,Hiram,2,2022-09-04
Franklin and Marshall,3,Rutgers-Newark,0,2022-09-04
Scranton,1,Stockton,0,2022-09-04
Augsburg,8,Minnesota-Morris,0,2022-09-04
Rhode Island College,0,Salve Regina,2,2022-09-04
Marymount,0,Washington College,4,2022-09-04
Penn State-Harrisburg,1,York (Pa.),4,2022-09-04
Penn State-Altoona,0,Juniata,0,2022-09-04
Emory,0,Puget Sound,1,2022-09-05
Maine-Presque Isle,2,Massachusetts Maritime,0,2022-09-05
Carleton,1,La Verne,3,2022-09-05
Anderson,2,Webster,1,2022-09-05
UW-Oshkosh,0,Macalester,0,2022-09-05
Concordia (Texas),1,Cal Lutheran,3,2022-09-05
Central,1,Hope,1,2022-09-05
Trine,1,Centre,3,2022-09-05
Bethel,1,Dubuque,1,2022-09-05
Blackburn,0,Rockford,6,2022-09-05
Swarthmore,3,Bridgewater (Va.),0,2022-09-05
Fontbonne,1,Washington U.,1,2022-09-05
Lycoming,4,Mount Aloysius,0,2022-09-05
Buena Vista,0,UW-River Falls,2,2022-09-05
Concordia-Chicago,0,Lake Forest,1,2022-09-05
Penn College,1,Geneva,3,2022-09-05
King's,1,Alvernia,1,2022-09-05
Illinois College,1,Principia,1,2022-09-05
Saint Mary's (Minn.),0,Wartburg,1,2022-09-06
Hamilton,1,Williams,0,2022-09-06
Mass-Boston,0,Middlebury,1,2022-09-06
Pfeiffer,1,Bob Jones,5,2022-09-06
Buffalo State,3,Cazenovia,1,2022-09-06
SUNY Canton,2,Keystone,3,2022-09-06
Yeshiva,0,Farmingdale State,10,2022-09-06
Sweet Briar,0,Salem,8,2022-09-06
Oswego State,1,Houghton,0,2022-09-06
SUNY Delhi,3,SUNY-Maritime,0,2022-09-06
Waynesburg,3,La Roche,2,2022-09-06
Bates,2,Maine Maritime,0,2022-09-06
Penn State-Abington,1,Bryn Athyn,6,2022-09-06
Maranatha Baptist,0,Lakeland,3,2022-09-06
UW-Stout,0,UW-Superior,0,2022-09-06
Wisconsin Lutheran,12,Mount Mary,0,2022-09-06
Warren Wilson,0,Brevard,4,2022-09-06
Trinity (Conn.),3,Western Connecticut,0,2022-09-06
Eastern Connecticut,5,Fitchburg State,2,2022-09-06
DeSales,7,Immaculata,0,2022-09-06
Simpson,5,Knox,0,2022-09-06
Birmingham-Southern,0,Covenant,1,2022-09-06
UW-Platteville,0,Carroll,1,2022-09-06
MIT,2,Johnson and Wales,2,2022-09-06
Wentworth,1,Emmanuel,6,2022-09-06
Mary Baldwin,1,Randolph,1,2022-09-06
William Peace,1,Guilford,2,2022-09-06
St. Joseph (Conn.),0,Connecticut College,6,2022-09-06
Bridgewater State,5,Suffolk,0,2022-09-06
New England College,0,Gordon,2,2022-09-06
Simmons,1,Lesley,2,2022-09-06
Hartwick,2,Morrisville State,2,2022-09-06
William Paterson,0,Wilkes,2,2022-09-06
Finlandia,1,Northland,0,2022-09-06
Howard Payne,2,Austin,2,2022-09-06
University of the Ozarks,0,Hendrix,3,2022-09-06
McMurry,1,Chapman,3,2022-09-06
Anna Maria,3,Eastern Nazarene,1,2022-09-06
Ripon,0,Edgewood,2,2022-09-06
Lebanon Valley,0,Misericordia,7,2022-09-07
Johns Hopkins,1,Messiah,1,2022-09-07
Christopher Newport,2,Virginia Wesleyan,1,2022-09-07
Springfield,2,Amherst,5,2022-09-07
Carnegie Mellon,6,Franciscan,1,2022-09-07
Concordia (Wis.),1,Loras,1,2022-09-07
Augsburg,1,UW-La Crosse,2,2022-09-07
Manhattanville,1,Rowan,3,2022-09-07
Vassar,0,Montclair State,1,2022-09-07
Emerson,1,Tufts,4,2022-09-07
Clarkson,0,Cortland State,0,2022-09-07
St. Catherine,1,Luther,2,2022-09-07
Olivet,1,Bluffton,0,2022-09-07
Salem State,0,Plymouth State,2,2022-09-07
Smith,5,Nichols,0,2022-09-07
Kean,0,FDU-Florham,1,2022-09-07
Coast Guard,3,Salve Regina,0,2022-09-07
Chicago,2,Kalamazoo,0,2022-09-07
New Jersey City,2,St. Joseph's (L.I.),2,2022-09-07
Rochester,7,Brockport State,1,2022-09-07
Thomas,0,Colby,8,2022-09-07
Southern Virginia,1,Mary Washington,2,2022-09-07
RPI,0,Plattsburgh State,2,2022-09-07
Pitt-Greensburg,3,St. Vincent,0,2022-09-07
Bethany,2,Mount Aloysius,0,2022-09-07
Penn State-Berks,1,Neumann,0,2022-09-07
Mass-Dartmouth,3,Lasell,2,2022-09-07
Rosemont,1,Penn State-Abington,5,2022-09-07
Rutgers-Newark,2,John Jay,1,2022-09-07
Elmira,0,Lycoming,2,2022-09-07
St. Joseph's (Maine),0,Bowdoin,5,2022-09-07
Curry,0,Wheaton (Mass.),2,2022-09-07
Babson,4,Brandeis,3,2022-09-07
Penn State-Harrisburg,3,Bryn Mawr,0,2022-09-07
Delaware Valley,0,Haverford,8,2022-09-07
Hilbert,0,SUNY Poly,0,2022-09-07
Carthage,0,Beloit,0,2022-09-07
North Central (Ill.),0,Dominican,0,2022-09-07
Concordia-Moorhead,7,Minnesota-Morris,2,2022-09-07
Bethany Lutheran,0,Gustavus Adolphus,6,2022-09-07
Huntingdon,0,Oglethorpe,2,2022-09-07
UW-Stevens Point,0,Hamline,0,2022-09-07
MSOE,1,Lake Forest,1,2022-09-07
Ramapo,3,Cedar Crest,1,2022-09-07
DePauw,1,Franklin,0,2022-09-07
Colby-Sawyer,0,Mount Holyoke,1,2022-09-07
Goucher,2,Marymount,1,2022-09-07
Sage,1,Bard,1,2022-09-07
Washington and Jefferson,2,Penn State-Altoona,2,2022-09-07
Illinois Tech,7,Elmhurst,0,2022-09-07
Shenandoah,2,Gettysburg,2,2022-09-07
Asbury,3,Berea,3,2022-09-07
Franklin and Marshall,2,Elizabethtown,1,2022-09-07
Defiance,0,Heidelberg,9,2022-09-07
Keene State,1,Regis (Mass.),0,2022-09-07
John Carroll,2,Wittenberg,1,2022-09-07
Marietta,1,Chatham,7,2022-09-07
Dickinson,1,Susquehanna,2,2022-09-07
Southern Maine,5,Westfield State,0,2022-09-07
Juniata,2,Albright,2,2022-09-07
Norwich,0,Castleton,7,2022-09-07
Wellesley,0,Endicott,1,2022-09-07
Allegheny,1,Mount Union,1,2022-09-07
Salisbury,0,York (Pa.),1,2022-09-07
Greenville,1,Rose-Hulman,3,2022-09-07
Stockton,0,Drew,1,2022-09-07
St. Mary's (Md.),1,Eastern Mennonite,0,2022-09-07
Elms,1,Framingham State,0,2022-09-07
Penn College,0,Keuka,1,2022-09-07
Geneseo State,0,RIT,2,2022-09-07
Eastern,0,Cabrini,1,2022-09-07
Wooster,3,Muskingum,0,2022-09-07
Washington College,0,Hood,0,2022-09-07
Muhlenberg,0,Moravian,1,2022-09-07
Marywood,0,Scranton,6,2022-09-07
Ferrum,1,Greensboro,1,2022-09-07
Stevenson,2,Catholic,3,2022-09-07
Wilmington,4,Hiram,0,2022-09-07
Alvernia,2,Rutgers-Camden,2,2022-09-07
Cairn,0,Lancaster Bible,2,2022-09-07
University of Dallas,1,Texas-Dallas,3,2022-09-07
WPI,0,Wesleyan,2,2022-09-07
St. Joseph's (Bklyn.),5,Brooklyn,0,2022-09-07
Arcadia,1,Ursinus,1,2022-09-07
Baldwin Wallace,2,Oberlin,1,2022-09-07
St. Mary's (Ind.),1,Aurora,1,2022-09-07
Benedictine,0,Augustana,2,2022-09-07
Webster,1,Millikin,2,2022-09-07
Lawrence,3,Marian,2,2022-09-07
Cornell,2,Coe,1,2022-09-07
Monmouth,0,Dubuque,4,2022-09-07
St. Olaf,1,UW-Eau Claire,3,2022-09-07
Valley Forge,0,Gwynedd-Mercy,6,2022-09-08
Knox,0,Hope,7,2022-09-08
King's,3,Immaculata,0,2022-09-08
Mount St. Mary,0,New Paltz State,4,2022-09-08
Bryn Athyn,5,Centenary (N.J.),2,2022-09-08
McDaniel,0,Randolph-Macon,0,2022-09-08
Macalester,0,UW-River Falls,0,2022-09-08
Finlandia,1,Crown,0,2022-09-08
Geneva,1,SUNY Delhi,1,2022-09-08
LeTourneau,0,Belhaven,0,2022-09-08
Eastern Nazarene,2,Simmons,4,2022-09-08
Mitchell,0,Massachusetts Maritime,0,2022-09-08
Caltech,1,Wentworth,0,2022-09-08
Lesley,0,MIT,4,2022-09-08
Yeshiva,0,SUNY-Purchase,4,2022-09-08
Salem,1,Averett,2,2022-09-08
Lehman,0,Sarah Lawrence,7,2022-09-08
Miss. U. for Women,1,Principia,1,2022-09-08
Wisconsin Lutheran,0,Carroll,4,2022-09-08
UW-Platteville,1,North Park,0,2022-09-08
St. Norbert,1,UW-Stout,3,2022-09-08
Sul Ross State,3,St. Thomas (Texas),1,2022-09-08
Case Western Reserve,1,Baldwin Wallace,0,2022-09-09
Trinity (Texas),1,Schreiner,0,2022-09-09
Wittenberg,0,Carnegie Mellon,3,2022-09-09
Calvin,6,UW-Oshkosh,0,2022-09-09
East Texas Baptist,1,Emory,5,2022-09-09
Pacific Lutheran,0,Ohio Northern,0,2022-09-09
TCNJ,4,New York University,4,2022-09-09
Puget Sound,1,UC Santa Cruz,2,2022-09-09
Centre,4,Grove City,1,2022-09-09
Oswego State,1,Ithaca,2,2022-09-09
Clarkson,4,Roger Williams,1,2022-09-09
Brooklyn,4,St. Elizabeth,5,2022-09-09
Edgewood,8,Mount Mary,0,2022-09-09
Trinity (D.C.),4,Hollins,2,2022-09-09
Linfield,1,North Central (Ill.),2,2022-09-09
Pitt-Bradford,0,St. Vincent,5,2022-09-09
UW-Stevens Point,3,Coe,1,2022-09-09
Utica,2,Fredonia State,3,2022-09-09
Potsdam State,1,New England College,0,2022-09-09
Bob Jones,1,Greensboro,0,2022-09-09
Rhode Island College,0,Wheaton (Mass.),2,2022-09-09
Pitt-Greensburg,0,Franciscan,1,2022-09-09
Miss. U. for Women,9,Blackburn,0,2022-09-09
St. Mary's (Ind.),0,Hanover,1,2022-09-09
Shenandoah,4,North Carolina Wesleyan,0,2022-09-09
Illinois College,0,Rhodes,5,2022-09-09
Penn State-Behrend,0,Chicago,4,2022-09-09
University of the Ozarks,2,Westminster (Mo.),4,2022-09-09
Keystone,4,Wells,0,2022-09-09
Transylvania,1,Covenant,1,2022-09-09
UW-Whitewater,2,St. Scholastica,0,2022-09-09
Elmhurst,0,MSOE,4,2022-09-09
Hamline,0,Whitman,1,2022-09-09
