Player,Team,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
Kalena Shepherd,Utah Valley,0.322,0.434,0.545,0.979,48,174,143,21,46,11,0,7,45,1,28,21,1,0
Gianna Carosone,Southern Utah,0.208,0.216,0.26,0.477,34,97,96,5,20,5,0,0,4,0,1,25,3,3
Brooke Bobbey,St. Bonaventure,0.248,0.32,0.301,0.621,42,132,113,13,28,6,0,0,4,3,9,28,14,2
Kennedy Haberl,St. Bonaventure,0.128,0.253,0.141,0.394,36,95,78,5,10,1,0,0,5,1,12,23,0,0
Melanie Santos,St. John's,0.158,0.252,0.221,0.473,36,108,95,3,15,3,0,1,10,3,9,18,0,0
Aly Kaneshiro,Stanford,0.24,0.312,0.351,0.663,59,174,154,19,37,5,0,4,20,6,11,14,3,0
Amanda Carden,Houston,0.291,0.317,0.348,0.665,48,166,158,20,46,7,1,0,16,1,5,25,6,4
Lexi Benson,Stephen F. Austin,0.257,0.328,0.438,0.766,44,120,105,12,27,5,1,4,23,0,12,29,2,0
Jordyn Stanfill,Stetson,0.169,0.288,0.416,0.704,45,109,89,8,15,4,0,6,12,1,14,46,0,0
Juls Schumacher,Stetson,0.185,0.241,0.361,0.602,45,116,108,10,20,4,0,5,13,1,7,41,4,0
Alicia Orosco,Stony Brook,0.269,0.322,0.305,0.628,48,182,167,34,45,4,1,0,14,0,13,18,8,2
Sofia Chambers,Stony Brook,0.252,0.341,0.306,0.648,43,130,111,13,28,3,0,1,13,3,12,9,2,0
Catherine Anne Kupinski,Stony Brook,0.25,0.326,0.398,0.725,47,145,128,17,32,11,1,2,26,5,10,23,1,1
Kyra McFarland,Stony Brook,0.32,0.373,0.392,0.766,48,176,153,26,49,7,2,0,15,3,10,11,11,1
Angel Jasso,Syracuse,0.372,0.434,0.635,1.069,46,160,137,30,51,15,3,5,32,7,11,11,21,5
Rylie West,Tennessee,0.271,0.373,0.549,0.922,50,159,133,30,36,9,2,8,24,5,18,15,0,0
Anayah Baker-Rowell,Tennessee State,0.218,0.266,0.34,0.606,53,160,147,14,32,10,1,2,11,2,8,25,3,0
Peyton Fointno,Tennessee State,0.257,0.306,0.338,0.644,54,166,148,11,38,10,1,0,20,5,6,15,4,1
Carmen Betts,Tennessee Tech,0.296,0.386,0.438,0.825,54,190,162,38,48,8,0,5,32,2,23,18,3,0
Mackenzie Fitzgerald,Tennessee Tech,0.321,0.362,0.497,0.86,54,208,193,52,62,7,3,7,28,0,13,11,26,2
Alyssa Washington,Texas,0.277,0.356,0.422,0.778,65,203,173,30,48,10,0,5,35,2,22,29,3,2
Bailey Williams,Fresno State,0.248,0.331,0.338,0.669,49,153,133,11,33,3,3,1,25,0,17,38,0,0
Rylen Wiggins,Texas A&M,0.224,0.377,0.5,0.877,59,191,152,38,34,9,0,11,37,2,36,30,12,1
Trinity Cannon,Texas A&M,0.288,0.418,0.494,0.912,59,201,160,32,46,9,0,8,42,10,28,30,4,1
Pal Egan,Texas A&M-Corpus Christi,0.426,0.555,0.794,1.349,52,201,155,48,66,17,2,12,36,7,38,20,27,6
Hannah Earls,Texas State,0.272,0.355,0.299,0.655,48,166,147,28,40,2,1,0,9,0,19,18,22,4
Arriana Villa,Texas Tech,0.256,0.348,0.444,0.792,48,155,133,23,34,3,2,6,25,0,20,36,0,0
Riley Love,Texas Tech,0.157,0.283,0.27,0.553,42,108,89,13,14,2,1,2,8,8,8,23,1,0
Abbie Orrick,Texas Tech,0.248,0.323,0.487,0.81,44,130,117,17,29,10,0,6,21,3,10,34,3,2
Jenna Kroll,Toledo,0.268,0.345,0.48,0.825,44,144,127,15,34,7,1,6,26,5,10,29,0,0
Madyson Peters,Towson,0.245,0.276,0.373,0.649,40,117,110,5,27,6,1,2,16,3,2,20,0,0
Mackenzie Lake,Towson,0.303,0.357,0.469,0.826,47,160,145,20,44,7,1,5,22,5,7,10,2,1
Audra Thompson,Troy,0.258,0.381,0.344,0.724,52,157,128,16,33,5,0,2,21,2,24,34,0,0
Kennedi Gaton,Troy,0.182,0.258,0.236,0.494,46,125,110,9,20,3,0,1,10,5,7,25,1,0
Imani Edwards,Tulsa,0.254,0.322,0.358,0.68,47,154,134,24,34,3,1,3,16,3,11,26,6,1
Brooke Davis,Lamar,0.218,0.273,0.252,0.526,44,132,119,12,26,4,0,0,7,1,8,13,5,1
Sam Bean,Lamar,0.255,0.357,0.372,0.73,49,170,145,26,37,9,1,2,8,6,17,21,2,0
Lilly Crowe,UAB,0.219,0.273,0.398,0.672,46,140,128,16,28,5,3,4,22,1,9,16,2,1
Olivia Valbak,UAB,0.194,0.262,0.235,0.496,45,112,98,9,19,2,1,0,8,2,7,6,0,2
Kennedy Searcy,UCF,0.308,0.435,0.462,0.897,63,212,169,41,52,6,1,6,31,6,33,26,6,2
Carson Armijo,Texas Tech,0.308,0.442,0.442,0.884,43,130,104,19,32,5,0,3,18,6,19,32,0,3
Sophie Piskos,UL Lafayette,0.349,0.408,0.611,1.019,50,169,149,27,52,13,1,8,31,4,13,15,7,0
Kyleigh Sand,Rutgers,0.398,0.495,0.497,0.992,55,208,171,49,68,12,1,1,23,2,33,9,22,5
Andie Edwards,UL Monroe,0.202,0.268,0.292,0.56,43,99,89,12,18,2,0,2,12,3,5,12,6,0
Madelyn Fletcher,UL Monroe,0.241,0.308,0.284,0.592,44,132,116,18,28,2,0,1,24,0,12,24,1,1
Casey Turner,UMBC,0.231,0.268,0.319,0.587,34,97,91,14,21,2,0,2,12,0,5,15,1,0
Ashley Della Guardia,UMBC,0.266,0.307,0.404,0.711,36,102,94,16,25,4,0,3,14,0,6,17,1,0
Madison Wilson,UMBC,0.205,0.295,0.359,0.654,37,88,78,2,16,6,0,2,9,0,10,10,1,0
Chloe Whittier,UMass,0.253,0.335,0.34,0.675,51,172,150,20,38,5,1,2,25,8,11,10,5,2
Payge Suggs,UMass,0.288,0.417,0.322,0.739,42,146,118,27,34,2,1,0,6,3,23,29,7,0
Bella Pantoja,UMass,0.306,0.366,0.387,0.754,51,191,173,31,53,7,2,1,15,5,12,24,11,1
Lea White,UMass Lowell,0.305,0.351,0.418,0.769,48,151,141,25,43,7,0,3,19,0,10,21,6,1
Becca Vaillancourt,UMass Lowell,0.312,0.415,0.447,0.862,48,171,141,14,44,13,0,2,18,9,18,16,1,0
Brooklynn Maxwell,UNC Greensboro,0.265,0.305,0.426,0.731,54,178,162,33,43,6,1,6,17,0,10,7,3,0
Tayler Vitola,UNC Wilmington,0.322,0.383,0.322,0.706,47,168,152,34,49,0,0,0,4,2,13,16,26,4
Celeste Delorenzo,USC Upstate,0.312,0.386,0.439,0.826,55,183,157,39,49,11,0,3,32,5,14,19,6,0
Alanah Rivera,USF,0.241,0.33,0.354,0.684,61,187,158,20,38,13,1,1,28,7,15,21,1,0
Josie Foreman,USF,0.285,0.359,0.504,0.863,52,157,137,17,39,6,0,8,29,4,12,17,1,0
Jessica Carreon,UT Arlington,0.243,0.365,0.287,0.652,49,142,115,17,28,2,0,1,8,1,21,26,9,3
Kaci Fuller,UT Martin,0.388,0.429,0.503,0.932,53,187,165,34,64,6,2,3,21,2,12,20,5,1
Emily Gilstrap,UT Martin,0.183,0.309,0.194,0.503,45,117,93,18,17,1,0,0,19,6,11,31,0,0
Lexi Morales,UTEP,0.294,0.411,0.426,0.838,49,164,136,23,40,7,1,3,16,1,26,19,4,1
Erykah Guerrero,UTSA,0.301,0.353,0.528,0.881,45,136,123,19,37,4,0,8,22,1,10,38,0,0
Kat Ibarra,UTSA,0.327,0.429,0.569,0.997,48,182,153,37,50,4,3,9,23,1,27,26,3,1
Sophie Jacquez,Utah,0.31,0.348,0.476,0.824,49,135,126,13,39,12,3,1,22,4,4,6,2,0
Aliya Belarde,Utah,0.278,0.325,0.311,0.636,51,170,151,34,42,2,0,1,8,1,10,21,8,4
Zaia Castruita,Utah State,0.263,0.302,0.425,0.727,53,182,167,22,44,9,0,6,31,3,8,15,0,0
Megan Gibbs,Utah Valley,0.28,0.378,0.538,0.916,50,157,132,34,37,7,0,9,27,5,17,29,5,0
Kayla Skapyak,Valparaiso,0.227,0.247,0.227,0.473,38,81,75,8,17,0,0,0,1,0,2,14,7,0
Regi Hecker,Valparaiso,0.228,0.264,0.298,0.563,45,123,114,8,26,6,1,0,14,0,6,31,0,0
Tess Cites,Villanova,0.228,0.379,0.337,0.716,47,116,92,12,21,4,0,2,9,3,20,29,8,1
Lauren VanAssche,Virginia,0.273,0.318,0.36,0.678,46,151,139,26,38,6,0,2,15,0,10,28,8,1
Leah Boggs,Virginia,0.289,0.326,0.472,0.797,53,175,159,23,46,13,2,4,24,2,8,23,9,3
Gabby Baylog,Virginia,0.273,0.389,0.418,0.807,43,133,110,13,30,7,0,3,15,4,17,18,7,2
Emma Ritter,Virginia Tech,0.4,0.474,0.661,1.135,55,194,165,53,66,11,4,8,40,5,21,6,23,2
Cameron Fagan,Virginia Tech,0.349,0.416,0.495,0.911,55,209,186,42,65,5,2,6,27,0,22,16,3,2
Scarlett Lloyd,Wagner,0.259,0.29,0.328,0.618,39,124,116,7,30,5,0,1,14,0,6,10,0,0
Makenzie Miller,Wagner,0.271,0.3,0.361,0.661,48,148,133,23,36,7,1,1,14,2,4,18,4,1
Mackenzie Vogler,Wagner,0.263,0.33,0.444,0.775,40,110,99,10,26,6,0,4,18,0,10,12,0,1
Keaghan Ward,Wagner,0.252,0.339,0.299,0.639,48,169,147,13,37,7,0,0,16,7,13,14,2,1
Jenn Cummings,Washington,0.24,0.397,0.375,0.772,45,126,96,15,23,7,0,2,6,16,9,28,0,0
Makayla Donahoo,Weber State,0.326,0.369,0.421,0.79,46,111,95,29,31,5,2,0,8,0,7,23,12,0
Mia Rushton,Weber State,0.29,0.344,0.359,0.702,50,160,145,38,42,6,2,0,15,0,13,36,8,0
Jeralynn Wells,Western Carolina,0.174,0.237,0.229,0.467,41,119,109,9,19,3,0,1,6,5,4,17,4,1
Gabriela Drager,Western Illinois,0.151,0.232,0.174,0.406,39,97,86,3,13,2,0,0,3,5,4,23,0,0
Jorja Hudson,Western Illinois,0.236,0.306,0.258,0.565,34,98,89,1,21,2,0,0,7,1,8,19,1,0
Cassidy Brendtke,Western Michigan,0.267,0.322,0.391,0.713,53,177,161,18,43,11,0,3,23,0,13,28,0,1
Rissa Bajusz,Western Michigan,0.236,0.276,0.315,0.591,51,139,127,15,30,4,0,2,13,1,6,28,4,1
Lauren Lucas,Wichita State,0.387,0.461,0.684,1.145,51,179,155,41,60,12,2,10,39,0,22,24,5,2
Addison Barnard,Wichita State,0.391,0.467,1.018,1.485,52,201,169,64,66,7,0,33,84,4,23,37,25,4
Jessica Garcia,Wichita State,0.326,0.473,0.547,1.019,40,110,86,21,28,4,0,5,16,6,18,12,0,0
Makenzie Smith,Winthrop,0.207,0.258,0.306,0.565,43,120,111,6,23,5,0,2,17,0,8,23,1,0
Kaitlyn Tucker,Winthrop,0.227,0.342,0.371,0.713,51,164,132,12,30,10,0,3,24,4,21,41,2,1
Hailey Niederkohr,Youngstown State,0.238,0.331,0.302,0.633,50,147,126,21,30,6,1,0,13,2,16,28,4,2
Deena Pederson,UC San Diego,0.252,0.329,0.339,0.667,49,147,127,20,32,2,3,1,12,5,10,30,14,1
Jazmine Dodd,Alabama State,0.338,0.415,0.419,0.834,50,175,148,30,50,7,1,1,26,1,20,16,13,3
Arianna Atchley,Alabama State,0.194,0.235,0.213,0.448,43,123,108,21,21,2,0,0,6,1,5,13,8,0
Destinee Dixon,Alabama State,0.23,0.341,0.336,0.677,43,137,113,14,26,4,1,2,27,9,11,11,6,1
Jaeda Gardner,Alabama State,0.263,0.311,0.277,0.588,50,149,137,25,36,2,0,0,11,0,10,34,16,1
Hailey Batista,North Carolina Central,0.272,0.393,0.52,0.913,48,150,125,31,34,10,0,7,28,4,21,26,5,0
Jaylah Barr,North Carolina Central,0.262,0.406,0.505,0.911,45,133,107,17,28,5,0,7,23,3,23,27,1,0
Maci Brown,Oakland,0.243,0.277,0.336,0.613,39,113,107,13,26,4,3,0,6,1,4,29,1,0
Madison Simon,Oregon State,0.247,0.287,0.435,0.722,57,168,154,22,38,5,0,8,25,1,9,33,1,2
Bailey McLaughlin,Santa Clara,0.233,0.266,0.244,0.51,41,99,90,14,21,1,0,0,3,2,2,26,6,3
Sarah Nakahara,UC Davis,0.212,0.293,0.246,0.539,49,135,118,8,25,4,0,0,7,1,13,32,11,3
Anna Dethlefson,UC Davis,0.326,0.37,0.491,0.861,52,194,175,42,57,9,1,6,20,7,7,11,19,4
Libbie McMahan,UC Davis,0.255,0.361,0.345,0.706,52,172,145,12,37,7,0,2,16,10,14,27,5,1
Addie Lightner,Drake,0.268,0.321,0.455,0.776,48,138,123,13,33,11,0,4,29,1,10,21,1,0
Abigayle Perry,Mount St. Mary's,0.279,0.453,0.581,1.034,48,173,129,33,36,8,5,7,28,16,25,29,11,2
Bridgette Gilliano,Mount St. Mary's,0.283,0.333,0.414,0.748,48,170,152,31,43,6,1,4,25,3,9,18,39,1
Tori Bowles,Mount St. Mary's,0.261,0.35,0.37,0.72,43,137,119,9,31,4,0,3,10,5,12,17,0,0
Peyton Bannon,Wisconsin,0.311,0.397,0.491,0.887,42,127,106,26,33,4,3,3,25,6,11,22,4,3
Keisha White,Mississippi Valley,0.247,0.294,0.409,0.703,33,102,93,14,23,5,2,2,13,0,7,16,12,1
Shelby Carson,Mississippi Valley,0.253,0.333,0.437,0.77,33,99,87,15,22,4,3,2,11,4,7,8,8,2
Carmen Muscolina,Yale,0.207,0.226,0.402,0.629,29,86,82,10,17,2,1,4,10,1,1,13,0,0
Alex Perren,Yale,0.145,0.25,0.161,0.411,27,72,62,4,9,1,0,0,5,4,5,14,2,1
Marissa Baxter,Stetson,0.182,0.259,0.365,0.624,55,167,148,9,27,10,1,5,29,3,13,28,0,0
Kimane Rogron,Texas A&M-Corpus Christi,0.242,0.269,0.331,0.6,42,131,124,10,30,6,1,1,13,2,3,21,3,2
Miranda Lista,Abilene Christian,0.271,0.321,0.419,0.74,43,141,129,21,35,3,2,4,18,2,8,23,2,1
Logan Gaspar,Abilene Christian,0.212,0.328,0.279,0.607,50,131,104,18,22,4,0,1,13,5,13,26,6,2
Mercedes Eichelberger,Abilene Christian,0.329,0.455,0.445,0.901,51,191,155,37,51,11,2,1,16,12,24,11,9,1
Cheyenne Stark,UTEP,0.182,0.297,0.286,0.582,39,91,77,8,14,5,0,1,6,6,7,30,1,1
Kaylin Jackson,UTEP,0.22,0.258,0.363,0.62,39,97,91,3,20,4,0,3,20,1,4,30,0,0
Marijn Crouwel,UTEP,0.217,0.308,0.293,0.601,39,105,92,4,20,4,0,1,13,3,9,16,0,0
Ajia Richard,UTEP,0.277,0.346,0.39,0.736,49,159,141,20,39,7,0,3,19,0,15,25,4,0
Jaycie Gandert,Northern Colorado,0.273,0.407,0.371,0.779,49,170,132,35,36,9,2,0,8,8,22,25,4,3
Peyton Gale,Northern Colorado,0.268,0.351,0.366,0.717,45,133,112,13,30,5,0,2,21,8,8,29,0,1
Kaileigh Holland,Northern Colorado,0.289,0.365,0.396,0.761,52,184,159,21,46,5,0,4,32,1,19,17,3,0
Rylee Nicholson,South Dakota,0.237,0.346,0.421,0.767,45,135,114,26,27,8,2,3,18,3,16,22,4,0
Bela Goerke,South Dakota,0.277,0.304,0.454,0.758,44,135,130,15,36,5,0,6,29,1,4,28,0,0
Tatum Villotta,South Dakota,0.333,0.376,0.4,0.776,52,195,180,36,60,7,1,1,14,3,10,23,12,3
AnneMarie Murphy,San Diego State,0.304,0.338,0.372,0.709,52,165,148,20,45,4,0,2,26,3,6,15,3,1
Isabella Espinoza,San Diego State,0.375,0.4,0.386,0.786,53,188,176,39,66,0,1,0,2,0,8,12,15,3
Neely Peterson,FGCU,0.215,0.257,0.346,0.602,44,117,107,9,23,5,0,3,12,0,6,31,2,0
Angela Cirone,Akron,0.247,0.313,0.288,0.6,50,166,146,24,36,2,2,0,11,7,7,24,10,0
Lexi Campbell,Akron,0.313,0.344,0.407,0.751,48,158,150,19,47,11,0,1,24,0,7,6,2,1
Katelyn Reynolds,Akron,0.22,0.275,0.25,0.525,38,111,100,10,22,3,0,0,10,0,8,13,0,0
Dallis Goodnight,Alabama,0.302,0.37,0.36,0.73,52,159,139,33,42,3,1,1,8,4,11,22,18,2
Megan Bloodworth,Alabama,0.292,0.395,0.566,0.961,48,133,106,14,31,6,1,7,30,8,12,22,1,1
Alex Preston,Alabama State,0.277,0.364,0.468,0.832,52,165,141,13,39,16,1,3,24,1,20,24,1,0
Addie Wray,Appalachian State,0.301,0.343,0.353,0.696,55,170,156,18,47,4,2,0,11,0,10,28,9,2
Kennedy Upshire,Appalachian State,0.175,0.316,0.268,0.584,42,117,97,9,17,3,0,2,15,3,17,37,0,0
McKenzie McCullen,Appalachian State,0.281,0.401,0.5,0.901,52,177,146,18,41,8,0,8,36,2,28,44,0,0
Cydney Sanders,Arizona State,0.425,0.566,0.952,1.518,54,197,146,53,62,14,0,21,63,4,45,13,4,1
Paige Dimler,Arizona,0.299,0.362,0.583,0.944,48,142,127,24,38,4,1,10,25,4,9,29,0,0
Nelia Peralta,Auburn,0.31,0.391,0.634,1.025,53,170,145,23,45,15,1,10,42,1,20,22,1,0
Aubrie Lisenby,Auburn,0.269,0.353,0.385,0.738,49,120,104,14,28,6,0,2,18,1,13,13,1,0
Jessie Blaine,Auburn,0.285,0.393,0.547,0.94,54,164,137,27,39,5,2,9,37,0,25,21,3,2
Bri Ellis,Auburn,0.302,0.378,0.772,1.15,56,172,149,32,45,8,1,20,49,7,13,23,2,0
Kylie Campbell,Austin Peay,0.338,0.402,0.444,0.846,53,173,151,14,51,7,0,3,28,0,17,10,1,0
Chloe Collins,Bellarmine,0.266,0.347,0.477,0.824,43,124,109,8,29,5,0,6,17,1,13,20,0,0
Baie Ensio,Belmont,0.306,0.363,0.328,0.691,50,152,134,30,41,3,0,0,13,3,9,23,12,5
Emily Cockrill,Belmont,0.275,0.302,0.38,0.682,49,150,142,27,39,7,1,2,26,0,6,23,14,2
Emma Barnes,Belmont,0.291,0.341,0.316,0.657,42,130,117,19,34,1,1,0,17,0,10,15,7,1
Joslynn Davis,Bethune-Cookman,0.267,0.349,0.281,0.63,50,173,146,21,39,2,0,0,9,1,18,24,6,2
Julissa Gomez,Bethune-Cookman,0.211,0.268,0.228,0.496,48,123,114,4,24,2,0,0,7,1,8,22,3,0
Desirae Martinez,Bethune-Cookman,0.262,0.292,0.303,0.596,50,155,145,8,38,6,0,0,23,4,3,10,0,0
Shania Owens,Bethune-Cookman,0.189,0.278,0.211,0.488,44,115,95,8,18,0,1,0,6,4,8,28,6,3
Briana Paysinger,Bethune-Cookman,0.238,0.312,0.287,0.599,44,141,122,12,29,3,0,1,23,4,11,12,3,3
Sarah Rende,Binghamton,0.282,0.408,0.505,0.913,44,130,103,28,29,3,1,6,24,2,22,29,4,3
Alayna Harbaugh,Binghamton,0.306,0.394,0.347,0.741,46,170,147,27,45,4,1,0,11,1,21,23,19,5
Darien McDonough,Boston College,0.22,0.271,0.349,0.62,40,118,109,13,24,2,0,4,16,0,8,36,1,0
Hannah Slike,Boston College,0.305,0.345,0.494,0.839,47,165,154,21,47,13,2,4,23,3,7,17,3,1
Bailey Sample,Bowling Green,0.229,0.341,0.366,0.707,53,183,153,24,35,9,0,4,21,11,15,45,5,2
Lexi Carver,Bowling Green,0.22,0.37,0.331,0.7,49,154,118,17,26,7,0,2,13,5,23,28,1,0
Leah Carey,Brown,0.245,0.355,0.255,0.61,35,112,94,20,23,1,0,0,4,2,14,20,12,1
Laurel Moody,Brown,0.205,0.319,0.462,0.78,32,91,78,17,16,3,1,5,10,1,12,6,0,1
MaKenzie Hilling,Bucknell,0.211,0.287,0.294,0.58,40,127,109,8,23,6,0,1,10,0,12,16,1,0
Ava Aguilar,Bucknell,0.207,0.261,0.268,0.53,34,88,82,9,17,3,1,0,1,1,5,15,1,0
Juliette Basso,Bucknell,0.171,0.227,0.22,0.447,34,88,82,4,14,4,0,0,6,0,6,27,1,0
Ella White,Butler,0.273,0.365,0.515,0.881,47,157,132,31,36,11,3,5,29,1,20,28,2,1
Ellie Boyer,Butler,0.244,0.358,0.291,0.649,47,158,127,21,31,4,1,0,18,1,22,16,16,6
Cieana Curran,CSU Bakersfield,0.22,0.286,0.284,0.57,45,120,109,13,24,1,3,0,7,1,9,35,10,0
Shay Fuimaono,CSU Bakersfield,0.235,0.337,0.341,0.678,39,98,85,10,20,4,1,1,9,5,8,25,5,2
Savanna Montoya,CSU Bakersfield,0.165,0.259,0.223,0.482,44,119,103,8,17,1,1,1,2,6,7,35,8,0
Vinessa Nunez,Cal State Northridge,0.165,0.321,0.211,0.532,50,143,109,14,18,2,0,1,14,8,18,32,1,2
Kaylee Escutia,Cal State Northridge,0.288,0.366,0.381,0.747,45,136,118,22,34,6,1,1,13,2,13,26,0,0
Mikayla Carman,Cal State Northridge,0.302,0.362,0.365,0.727,50,143,126,23,38,6,1,0,17,0,12,7,2,0
Acacia Anders,California,0.315,0.386,0.511,0.897,56,203,178,44,56,9,1,8,28,3,19,20,7,2
Alyssa Henault,Campbell,0.226,0.279,0.299,0.578,49,154,137,15,31,8,1,0,19,3,7,19,2,1
Savannah White,Campbell,0.198,0.317,0.276,0.592,50,141,116,24,23,4,1,1,7,3,18,23,7,2
Tyra Parker,Campbell,0.322,0.362,0.397,0.758,50,134,121,24,39,3,3,0,9,0,8,23,18,2
Saige Alfaro,Canisius,0.376,0.405,0.44,0.845,48,149,141,27,53,5,2,0,18,0,7,25,12,1
Kylie Griffin,Central Arkansas,0.339,0.369,0.387,0.756,58,184,168,21,57,4,2,0,9,1,7,17,5,4
Weslin Jones,Charleston Southern,0.291,0.367,0.371,0.738,55,174,151,19,44,6,3,0,10,1,17,32,3,3
Gracie Prince,Charleston Southern,0.251,0.297,0.395,0.692,55,186,167,20,42,9,0,5,21,1,11,28,1,0
Ella Chancey,Charlotte,0.322,0.4,0.572,0.972,58,206,180,36,58,6,3,11,38,3,21,36,4,1
Acelynn Sellers,Chattanooga,0.276,0.326,0.436,0.761,55,182,163,24,45,14,0,4,32,3,9,29,2,0
Olivia Lipari,Chattanooga,0.277,0.372,0.486,0.857,57,204,173,32,48,6,3,8,28,1,25,21,4,1
Presley Williamson,Chattanooga,0.224,0.27,0.364,0.634,49,121,107,15,24,6,0,3,10,1,6,16,2,0
Sophie Spellman,Cleveland State,0.23,0.256,0.322,0.577,37,96,87,13,20,2,0,2,13,1,2,17,1,3
Brooke Albaugh,Cleveland State,0.206,0.26,0.34,0.6,37,107,97,18,20,6,2,1,12,4,3,13,2,0
Maddy Jennings,Coastal Carolina,0.19,0.344,0.437,0.78,52,157,126,18,24,4,0,9,20,8,22,43,0,0
Keirstin Roose,Coastal Carolina,0.236,0.306,0.412,0.718,54,183,165,29,39,5,0,8,21,3,14,25,8,1
Meaghan Houk,Colgate,0.211,0.304,0.378,0.682,41,103,90,12,19,5,2,2,7,1,11,38,1,1
Jillian Herbst,Colgate,0.363,0.41,0.506,0.917,48,175,160,35,58,9,4,2,20,2,11,18,1,0
Maddie Souza,Columbia,0.25,0.283,0.33,0.613,36,108,100,10,25,3,1,1,6,2,3,16,2,2
Cami Neal,Columbia,0.233,0.288,0.274,0.561,29,81,73,4,17,3,0,0,7,2,4,9,0,0
Rosie Garcia,Connecticut,0.245,0.361,0.404,0.765,55,180,151,25,37,9,0,5,31,5,23,32,2,0
Lexi Hastings,Connecticut,0.318,0.376,0.438,0.814,56,196,176,36,56,10,4,1,26,0,17,43,27,6
Emma Antich,Cornell,0.175,0.245,0.289,0.534,33,111,97,10,17,3,1,2,18,0,10,27,3,1
Alaana Panu,Dartmouth,0.27,0.348,0.426,0.774,44,141,122,21,33,8,1,3,14,9,6,21,7,0
Jenna Brown,Dartmouth,0.241,0.333,0.31,0.644,41,103,87,15,21,3,0,1,7,2,10,18,6,2
Leila Hennessy,Dartmouth,0.23,0.252,0.319,0.57,44,141,135,12,31,6,0,2,14,0,4,19,4,0
Emma Schutter,Dayton,0.414,0.465,0.48,0.945,46,172,152,26,63,4,0,2,14,0,16,19,23,2
Anna Wohlers,DePaul,0.314,0.403,0.588,0.992,53,182,153,30,48,12,3,8,37,6,19,40,1,0
Baylee Cosgrove,DePaul,0.253,0.315,0.526,0.841,43,108,95,17,24,6,1,6,26,4,6,27,3,0
Chloe Blantz,Delaware,0.135,0.245,0.157,0.402,36,103,89,12,12,2,0,0,7,1,12,14,1,0
Dallas Speicher-Ramirez,Delaware State,0.175,0.284,0.222,0.506,29,74,63,6,11,1,1,0,6,1,9,16,2,2
Jaiden Lara,Detroit,0.176,0.243,0.309,0.552,33,74,68,7,12,0,0,3,7,1,5,25,0,0
Carly Eldredge,Utah Tech,0.364,0.403,0.393,0.796,44,150,140,28,51,4,0,0,15,2,7,17,4,0
Lauren Almeida,Utah Tech,0.357,0.444,0.55,0.994,48,153,129,25,46,7,0,6,30,4,17,18,1,1
Marisa Rubio,Utah Tech,0.301,0.336,0.345,0.681,39,123,113,17,34,3,1,0,9,0,6,15,7,2
Carey Koenig,Drake,0.235,0.35,0.337,0.687,39,118,98,13,23,4,0,2,16,0,18,21,1,0
Jackie Masone,Drexel,0.362,0.455,0.585,1.039,40,159,130,38,47,8,0,7,26,1,22,18,4,0
Ana Gold,Duke,0.311,0.399,0.637,1.036,51,159,135,38,42,12,1,10,36,6,15,34,13,2
Jaylen Prichard,Eastern Illinois,0.32,0.391,0.417,0.808,54,198,175,37,56,9,1,2,23,2,19,36,1,1
Maddie Swart,Eastern Illinois,0.261,0.358,0.304,0.663,52,165,138,14,36,3,0,1,17,0,21,20,2,0
Kendall Fields,Eastern Illinois,0.229,0.309,0.336,0.645,54,157,131,13,30,5,0,3,24,1,15,22,0,0
Riley Dittmar,Eastern Illinois,0.267,0.359,0.375,0.734,50,147,120,28,32,5,1,2,30,1,18,28,8,0
Maggie Pertee,Eastern Kentucky,0.256,0.336,0.392,0.728,43,145,125,28,32,4,2,3,14,4,12,19,9,1
Charli Warren,Fairfield,0.328,0.396,0.36,0.756,44,150,125,26,41,4,0,0,14,0,14,18,18,2
Andreya Flores,Fairleigh Dickinson,0.383,0.45,0.574,1.024,46,164,141,10,54,9,0,6,36,7,11,6,2,0
Jess DeWitt,Fairleigh Dickinson,0.373,0.402,0.646,1.048,47,170,158,34,59,13,0,10,35,1,8,14,1,0
Sabrina Javorsky,Fairleigh Dickinson,0.263,0.401,0.407,0.808,44,152,118,24,31,11,0,2,19,2,26,12,4,0
Reagan Walsh,Florida,0.268,0.301,0.404,0.705,68,229,213,22,57,11,0,6,49,2,10,27,0,0
Kendra Falby,Florida,0.392,0.444,0.493,0.937,68,243,217,63,85,7,3,3,26,1,21,44,36,5
Olivia Peterson,Florida Atlantic,0.19,0.25,0.341,0.591,49,140,126,10,24,8,1,3,20,1,9,34,2,2
Taylor Warne,Fort Wayne,0.189,0.283,0.189,0.472,47,122,106,8,20,0,0,0,1,0,14,38,4,1
Taryn Jenkins,Fort Wayne,0.219,0.346,0.352,0.699,46,133,105,11,23,5,0,3,9,1,20,32,10,2
Thais Uyema,Fort Wayne,0.233,0.348,0.284,0.632,49,147,116,13,27,4,1,0,7,9,12,23,5,1
Brooke Wintlend,Fort Wayne,0.252,0.328,0.515,0.842,41,116,103,14,26,6,0,7,20,1,11,25,0,1
Sonia Solis,Fort Wayne,0.245,0.336,0.373,0.709,40,119,102,11,25,7,0,2,24,0,15,30,3,2
Alex Rose Molinar,Furman,0.253,0.287,0.322,0.609,53,166,146,17,37,6,2,0,19,0,8,19,4,0
