"position","Round","forty","vertical","bench_reps","broad_jump","three_cone","shuttle"
"DE",NA,4.89,NA,NA,NA,7.6,4.34
"ILB",NA,4.98,35,30,116,7.35,4.33
"CB",NA,4.55,34.5,16,118,NA,NA
"CB",NA,4.64,38.5,17,119,NA,NA
"DE",NA,4.8,28.5,22,108,NA,NA
"S",NA,4.85,33,11,112,NA,NA
"CB",NA,4.59,34,10,111,7.05,4.1
"DE",NA,4.72,37,45,114,7.21,4.45
"OLB",NA,4.78,30.5,12,109,7.03,4.36
"CB",NA,4.62,41.5,21,127,NA,4.42
"S",NA,4.85,36.5,15,116,7.34,4.23
"S",NA,4.7,40.5,15,119,7.02,4.12
"DT",NA,5.25,30.5,17,108,8.12,NA
"ILB",NA,4.74,NA,NA,NA,NA,NA
"S",NA,4.7,31,17,117,6.91,4.09
"DT",NA,5.1,34.5,21,111,7.63,4.47
"S",NA,4.61,36.5,7,125,6.97,4.36
"ILB",NA,4.9,32,18,109,7.15,4.41
"DT",NA,5.19,28.5,27,100,7.69,4.55
"S",NA,4.7,38.5,NA,122,NA,NA
"DE",NA,5,27,22,109,7.91,4.76
"S",NA,4.78,32.5,NA,112,NA,NA
"DT",NA,4.97,30.5,30,109,7.93,4.92
"OLB",NA,4.76,37,22,125,7,4.14
"OLB",NA,4.65,32,17,117,7.24,4.22
"CB",NA,4.62,40,NA,125,NA,4.16
"S",NA,4.7,37,15,115,7.05,4.25
"CB",NA,4.72,NA,14,NA,NA,NA
"DT",7,5.07,30.5,15,103,7.49,4.54
"DE",4,4.86,32,22,112,7.37,4.41
"S",1,4.39,39.5,17,131,6.75,3.81
"OLB",3,4.5,40,30,132,6.9,4.13
"OLB",3,4.59,41,NA,121,6.67,4.07
"DE",5,4.62,42,20,127,6.95,4.22
"S",7,4.43,36.5,7,124,6.99,4.27
"DE",7,4.7,33.5,19,115,7.48,4.52
"S",6,4.39,36.5,19,127,6.99,4.11
"S",4,4.53,34,17,120,7.25,4.07
"CB",4,4.47,41,NA,133,6.67,4.23
"S",5,4.57,37.5,16,120,NA,NA
"DT",NA,5.01,30.5,30,109,NA,4.75
"DE",NA,4.9,33,16,117,7.11,4.3
"S",2,4.38,38,18,124,6.91,4.16
"DT",1,5.01,32.5,44,113,NA,NA
"OLB",1,4.65,NA,NA,NA,NA,NA
"CB",5,4.52,38.5,10,131,6.87,4.1
"DT",4,4.95,34,35,105,7.43,4.35
"CB",1,4.47,38,18,132,NA,NA
"CB",6,4.53,40.5,NA,122,7.35,4.38
"ILB",5,4.59,35.5,23,110,7.25,4.39
"S",6,4.65,37,15,121,6.66,4.17
"DE",4,4.75,NA,30,NA,NA,NA
"DT",3,5.01,34,31,110,7.62,4.35
"DE",4,4.81,39,30,114,7.71,4.57
"OLB",6,4.76,32.5,24,115,7.22,4.16
"OLB",5,4.78,37,23,116,7.31,4.28
"DE",3,4.7,38.5,28,123,7.05,4.08
"DT",6,4.88,33,31,111,7.6,4.45
"CB",NA,4.6,35.5,12,115,6.95,4.2
"OLB",1,4.76,33.5,16,117,7,4.22
"DT",NA,5.14,31,33,108,7.62,4.86
"S",2,4.51,35.5,17,125,6.84,4.1
"DE",1,4.87,NA,NA,NA,NA,NA
"DE",5,4.8,32,24,115,7.37,4.26
"S",2,4.5,NA,19,NA,NA,NA
"DT",4,5.27,NA,25,NA,NA,NA
"DE",3,4.82,35.5,28,113,7.67,4.49
"ILB",NA,4.69,39,NA,116,6.81,4.07
"OLB",1,4.59,40,24,115,6.82,3.96
"CB",NA,4.51,37,16,116,NA,4.18
"DE",NA,4.75,NA,30,NA,NA,NA
"CB",1,4.34,41,NA,129,6.63,4.01
"ILB",3,4.76,31,NA,108,7.09,4.3
"OLB",2,4.42,39,21,124,6.96,4.28
"ILB",NA,4.93,32,19,112,7.47,4.3
"S",6,4.55,NA,11,NA,NA,NA
"S",1,4.34,40.5,21,125,NA,NA
"CB",NA,4.44,36,8,123,NA,4.11
"OLB",3,4.65,41,22,NA,7.12,4.1
"OLB",NA,4.66,NA,20,NA,NA,NA
"ILB",2,4.73,37,19,116,7.05,4.36
"DT",NA,5.15,31,26,104,7.72,4.6
"DE",5,5.03,34.5,25,110,7.11,4.23
"CB",1,4.39,40,NA,120,NA,4
"CB",2,4.32,37.5,17,117,NA,NA
"OLB",5,4.44,37,11,118,7.17,4.34
"DT",6,5.41,NA,NA,104,NA,NA
"CB",1,4.31,37,15,123,6.92,4.23
"ILB",3,4.68,36,15,113,7.01,4.12
"OLB",NA,4.63,37,21,111,6.95,4.17
"DE",1,4.7,32,17,120,7.27,4.13
"DE",7,4.62,34,34,113,7.25,4.3
"S",5,4.64,37.5,18,124,NA,4.27
"OLB",1,4.43,39.5,23,124,6.9,4.18
"DT",6,4.97,33.5,24,111,7.4,4.4
"S",4,4.54,36,15,120,7.16,4.2
"DT",5,5.37,NA,NA,NA,NA,NA
"CB",2,4.48,39,17,123,7.23,4.07
"CB",2,4.42,37,12,129,6.65,4.16
"CB",6,4.5,40,17,127,6.72,3.95
"CB",5,4.48,41.5,14,129,NA,NA
"DT",1,5.15,30.5,25,110,7.79,4.48
"DE",7,4.7,39,19,114,7.87,4.5
"ILB",7,4.73,38,NA,118,7.09,4.07
"OLB",2,4.62,41.5,18,119,NA,NA
"DE",6,4.76,33.5,27,116,6.99,4.25
"OLB",5,4.51,39,41,124,6.97,4.11
"DT",1,5.13,31.5,37,110,7.95,4.65
"OLB",5,4.88,NA,25,116,7.37,4.43
"DE",5,4.91,34.5,23,116,6.96,4.18
"CB",6,4.48,40.5,16,120,NA,NA
"CB",7,4.42,41.5,18,129,NA,NA
"DE",6,5.08,NA,NA,NA,NA,NA
"DT",6,5.27,32,33,105,7.87,4.54
"S",7,4.63,38,NA,127,6.68,4.14
"DT",4,5.27,28.5,25,103,7.69,4.49
"S",5,4.66,37.5,15,119,6.81,4.09
"CB",NA,4.6,NA,NA,NA,NA,NA
"CB",3,4.44,36,14,128,NA,4.23
"S",2,4.57,36.5,NA,131,NA,NA
"DE",3,4.88,29.5,NA,110,NA,NA
"OLB",2,4.65,39,23,129,7.19,4.17
"S",4,4.63,40,14,123,6.79,4.15
"ILB",3,4.88,32,21,111,7.41,4.38
"S",4,4.45,40.5,11,122,7.09,4.17
"OLB",1,4.5,41,25,125,7.31,4.22
"S",3,4.71,41,18,125,6.75,4.35
"S",3,4.63,40,21,127,6.89,4.1
"DT",6,5.12,29,NA,106,8.06,4.6
"CB",4,4.57,NA,NA,NA,NA,NA
"DE",2,4.83,33,27,109,7.31,4.48
"ILB",4,4.84,33.5,27,113,7.19,4.15
"OLB",7,4.89,28,26,103,7.69,4.32
"S",5,4.42,41,14,133,NA,NA
"DT",4,5.27,25,36,96,8.28,4.8
"CB",7,4.41,36.5,NA,121,NA,NA
"S",1,4.4,40,18,132,NA,NA
"ILB",3,4.66,39,19,122,7.21,4.17
"OLB",4,4.59,37,NA,120,7.03,4.29
"CB",2,4.44,NA,NA,NA,NA,NA
"ILB",4,4.54,NA,25,NA,NA,NA
"DE",1,4.7,40.5,35,120,7.19,4.36
"DE",1,4.61,38.5,24,129,6.97,4.48
"DT",7,5.08,32,31,110,7.84,4.51
"DT",3,5.08,NA,NA,NA,NA,NA
"DE",7,4.63,33,27,116,7.75,4.51
"CB",3,4.44,NA,NA,NA,NA,NA
"ILB",NA,4.84,30.5,23,106,7.01,4.48
"S",NA,4.8,32.5,21,110,7.49,NA
"DT",NA,5.1,32.5,21,118,7.47,4.43
"OLB",NA,4.77,34.5,24,118,7.33,4.34
"S",NA,4.83,32.5,NA,111,7.29,4.53
"CB",NA,4.54,34,14,119,7.13,NA
"ILB",NA,4.78,34,19,109,7.27,4.45
"OLB",NA,4.59,38,19,116,NA,4.07
"DE",NA,4.92,33,18,110,NA,NA
"CB",NA,4.48,NA,14,NA,NA,NA
"OLB",NA,4.77,33,NA,111,7.5,4.62
"OLB",NA,4.73,32,19,113,NA,NA
"DT",NA,5.4,NA,25,NA,NA,NA
"DE",NA,4.77,NA,19,NA,NA,NA
"S",NA,4.54,NA,25,NA,NA,NA
"CB",NA,4.57,35.5,18,120,7.18,4.51
"S",NA,4.6,NA,24,NA,NA,NA
"DE",NA,4.73,NA,15,NA,NA,NA
"DT",NA,5.2,27,22,108,7.67,4.81
"DE",NA,5.02,32,21,107,7.47,4.76
"CB",NA,4.43,NA,10,NA,NA,NA
"CB",NA,4.43,34.5,12,124,7.02,4.46
"ILB",NA,5,38.5,26,115,7.12,4.33
"CB",NA,4.39,40,10,127,NA,NA
"S",NA,4.58,37.5,18,NA,NA,NA
"OLB",NA,4.55,34.5,15,123,7.22,4.42
"CB",NA,4.44,33.5,14,NA,NA,NA
"ILB",NA,4.85,29.5,16,115,NA,NA
"CB",NA,4.68,32.5,13,108,NA,NA
"DE",2,4.8,NA,25,NA,NA,NA
"DE",1,4.64,35,NA,119,7.17,4.36
"DE",7,4.7,36.5,26,108,7.06,4.4
"DE",2,4.85,NA,NA,NA,NA,NA
"S",2,4.51,41,15,124,7.24,4.21
"OLB",6,4.79,35,25,117,7.06,4.3
"DT",3,5.17,25.5,NA,103,7.81,4.83
"DE",1,4.75,NA,NA,NA,NA,NA
"DE",NA,4.73,35,25,115,7.5,4.36
"DE",4,4.69,33,22,111,NA,NA
"OLB",4,4.43,35,31,122,7.29,4.32
"OLB",1,4.72,NA,19,111,NA,NA
"CB",4,4.46,38.5,17,125,6.67,4.3
"ILB",6,4.78,NA,33,NA,NA,NA
"OLB",3,4.42,41.5,24,124,6.86,4.34
"ILB",6,4.69,NA,22,NA,NA,NA
"CB",NA,4.67,NA,NA,NA,NA,NA
"OLB",3,4.72,35.5,28,112,7.29,4.17
"DT",2,5.07,27.5,33,107,NA,NA
"DT",4,5.38,26.5,NA,96,NA,NA
"CB",5,4.45,33.5,17,111,7,4.37
"DE",NA,5,29,21,106,7.38,4.8
"OLB",6,4.82,32.5,19,106,7.01,4.31
"DE",1,4.9,33.5,33,110,7.06,4.18
"DE",2,4.77,30,25,109,7.09,4.75
"ILB",3,4.7,35.5,20,121,7.12,4.43
"DT",NA,5.02,29,29,104,7.78,4.82
"DE",7,5.03,NA,NA,NA,NA,NA
"CB",5,4.53,35,17,122,6.78,4.31
"DT",4,5.1,26,34,NA,NA,NA
"DE",2,4.69,30.5,32,111,7.28,4.32
"OLB",NA,4.77,29.5,18,113,NA,NA
"S",NA,4.55,35,17,122,6.69,4.26
"ILB",3,4.64,31,24,104,7.28,4.37
"ILB",4,4.58,34.5,26,122,6.89,4.22
"CB",4,4.56,NA,16,NA,NA,NA
"ILB",2,4.51,36,25,121,6.77,4.09
"DE",6,4.65,NA,19,NA,NA,NA
"S",5,4.61,34.5,10,122,6.84,4.17
"S",5,4.51,34.5,22,121,6.72,4.27
"S",4,4.6,34.5,12,115,7.37,4.46
"CB",5,4.42,NA,10,NA,NA,NA
"S",1,4.45,36,16,120,6.6,4.1
"CB",1,4.39,37.5,15,125,6.5,4.07
"S",5,4.58,NA,23,NA,NA,NA
"ILB",2,4.59,33,23,107,7.25,4.29
"DT",1,5.04,30.5,24,108,7.63,4.79
"OLB",NA,4.6,32,26,107,7.19,4.52
"OLB",NA,4.75,29.5,23,115,7.06,4.43
"CB",2,4.32,36,27,122,6.94,4.12
"CB",3,4.56,28.5,16,114,7.28,4.43
"CB",6,4.44,29.5,11,111,7.18,4.3
"S",4,4.52,32.5,12,121,6.89,4.28
"DT",5,5.15,29,28,108,7.47,4.49
"DE",3,4.84,34,33,118,7.5,NA
"S",7,4.62,33,15,114,7.04,4.32
"DT",5,4.96,NA,24,NA,NA,NA
"S",1,4.35,37.5,NA,123,NA,NA
"DT",4,4.98,28,27,108,7.79,4.46
"CB",7,4.57,34.5,14,122,6.96,4.32
"DT",2,4.81,31,27,108,7.1,4.12
"CB",3,4.39,36,17,129,6.61,4.17
"CB",5,4.58,33,17,118,7.44,4.76
"DE",3,4.88,NA,NA,NA,NA,NA
"DT",3,5.15,24,24,106,7.94,4.65
"S",1,4.47,35,11,111,7.06,4.33
"DE",7,4.9,31,24,111,7.2,4.46
"ILB",7,4.87,32,22,108,7.29,4.25
"DE",3,4.82,32,17,115,7.38,4.53
"DE",1,4.7,30.5,16,120,NA,NA
"S",7,4.49,37.5,15,NA,NA,NA
"S",1,4.48,34.5,NA,NA,NA,NA
"OLB",4,4.64,33.5,29,110,7.29,4.45
"S",7,4.52,36.5,23,118,7.1,4.34
"DT",1,5.07,30,29,111,7.46,NA
"CB",6,4.51,NA,11,NA,NA,NA
"S",NA,4.59,33,15,NA,7.31,4.72
"S",5,4.6,35,20,106,7,4.3
"S",5,4.45,36.5,20,121,7.28,4.3
"S",2,4.47,34.5,19,122,6.84,3.9
"DT",3,4.93,34,NA,112,NA,NA
"OLB",2,4.7,37,22,116,6.94,4.2
"DT",7,5.05,30,33,NA,7.65,4.56
"CB",1,4.38,NA,16,NA,NA,NA
"DE",5,5,33,20,112,7.5,4.54
"DE",4,4.67,40.5,27,121,6.89,4.26
"CB",1,4.44,34,17,118,6.67,4.15
"S",3,4.58,35,16,NA,NA,NA
"DT",5,5.12,26.5,25,102,7.49,4.69
"DE",4,4.92,34,26,118,7.19,4.35
"OLB",5,4.51,36.5,26,116,7.01,4.12
"ILB",7,4.62,30.5,NA,109,7.34,NA
"ILB",7,4.8,32,26,110,7.19,4.42
"DT",4,5.1,29.5,NA,103,7.66,4.69
"DE",1,4.7,32.5,30,112,7.14,4.43
"S",6,4.58,39,13,132,7.13,4.44
"OLB",NA,4.92,32,26,108,7.17,4.36
"DT",4,5.23,NA,27,NA,NA,NA
"OLB",1,4.66,35,25,123,6.89,4.32
"DT",6,5.11,NA,26,NA,NA,NA
"DT",3,5.18,28.5,42,NA,NA,NA
"CB",3,4.36,40.5,NA,126,7.07,4.4
"OLB",5,4.71,33.5,20,111,6.85,4.13
"ILB",3,4.59,NA,25,NA,NA,NA
"S",2,4.48,33.5,11,113,6.78,4.12
"S",6,4.48,38.5,22,129,6.96,4.16
"S",4,4.54,33.5,17,NA,NA,NA
"ILB",1,4.51,39,22,119,7.23,4.46
"CB",7,4.62,37.5,NA,127,6.81,4.2
"CB",2,4.39,36.5,20,120,7.07,4.43
"DE",2,4.74,NA,NA,NA,NA,NA
"CB",2,4.36,36.5,16,123,6.93,4.23
"S",NA,4.59,29,19,111,6.94,4.44
"DE",NA,4.9,29.5,24,108,7.03,4.23
"DE",NA,4.84,NA,29,NA,NA,NA
"ILB",NA,4.58,32.5,23,123,6.75,4.21
"CB",NA,4.53,29.5,11,109,NA,NA
"DT",NA,5.47,21.5,23,97,7.5,4.73
"OLB",NA,4.71,NA,27,NA,NA,NA
"ILB",NA,4.82,NA,26,NA,NA,NA
"S",NA,4.59,30.5,15,112,7.25,4.41
"DE",NA,4.84,32.5,NA,121,7.33,NA
"S",NA,4.52,29,14,117,7.1,4.44
"ILB",NA,4.89,NA,NA,NA,NA,NA
"S",NA,4.69,31.5,13,119,7.09,4.32
"CB",NA,4.37,30.5,14,116,7.08,4.1
"DE",NA,4.96,28,29,105,7.28,4.49
"DE",NA,4.95,NA,23,108,NA,NA
"DE",NA,5.15,25.5,20,107,7.61,4.73
"OLB",NA,4.65,NA,NA,NA,NA,NA
"DT",NA,5.06,NA,24,NA,NA,NA
"S",NA,4.61,31,17,113,7.21,4.43
"DE",NA,4.78,NA,NA,NA,NA,NA
"ILB",NA,4.87,NA,17,111,NA,NA
"CB",NA,4.64,NA,14,114,7.01,4.36
"DE",NA,4.76,NA,NA,NA,NA,NA
"CB",NA,4.52,37,15,NA,NA,NA
"DE",NA,5.06,27.5,24,105,7.52,4.73
"CB",NA,4.6,30.5,NA,123,6.76,4.1
"CB",NA,4.46,34,15,125,NA,NA
"CB",NA,4.46,35.5,NA,122,6.8,4.07
"S",NA,4.51,29.5,16,119,6.98,4.09
"OLB",NA,4.77,25,17,108,7.97,4.72
"S",NA,4.61,28,NA,112,7.02,4.32
"CB",NA,4.48,33,NA,NA,NA,NA
"S",NA,4.63,32.5,16,115,7.07,NA
"S",NA,4.59,34,NA,121,6.9,4.49
"OLB",4,4.69,30,NA,110,NA,4.47
"OLB",3,4.51,32.5,27,117,6.9,4.51
"DT",1,5.29,29,33,103,7.65,4.82
"S",6,4.68,34,23,117,7.08,4.34
"S",7,4.34,31.5,17,121,7.07,4.27
"ILB",4,4.9,NA,25,NA,NA,NA
"OLB",5,4.85,31.5,29,112,7.08,4.56
"OLB",5,4.79,34,15,119,7.21,4.3
"CB",5,4.39,30.5,18,122,7.1,4.21
"CB",4,4.31,34,19,120,NA,4.4
"OLB",NA,4.82,NA,18,NA,NA,NA
"DT",4,5,28,20,111,7.75,4.64
"S",7,4.57,NA,24,NA,NA,NA
"DE",2,5.04,29.5,16,111,7.45,4.69
"CB",1,4.45,35.5,20,128,NA,4.08
"S",NA,4.63,31.5,NA,119,7.07,4.36
"OLB",7,5.07,30.5,21,118,NA,NA
"ILB",3,4.67,NA,NA,NA,NA,NA
"OLB",3,4.61,28,29,111,7.29,4.55
"OLB",3,4.78,29,19,109,7.34,4.47
"S",3,4.5,35.5,NA,122,6.85,4.27
"S",4,4.39,31.5,16,110,NA,NA
"DE",NA,5.2,26,21,111,7.58,4.67
"OLB",2,4.71,30.5,NA,118,7.01,4.35
"DT",1,5.12,NA,NA,NA,NA,NA
"DT",7,5.38,25,NA,99,7.62,4.75
"ILB",NA,4.79,27,19,112,NA,NA
"DE",3,4.71,27,NA,109,7.64,4.65
"DT",1,5.26,26.5,34,105,7.78,4.73
"CB",2,4.55,30,14,117,NA,NA
"DT",3,5,NA,28,NA,NA,NA
"CB",7,4.4,34,18,128,7.29,4.26
"OLB",NA,4.72,28.5,22,111,6.9,4.22
"DE",1,4.65,35.5,37,125,7.12,4.4
"DE",NA,4.98,NA,19,NA,NA,NA
"CB",3,4.43,32.5,14,121,7.28,4.4
"ILB",5,4.63,31.5,28,118,6.86,4.26
"ILB",3,4.62,35,22,118,NA,NA
"OLB",7,4.76,31.5,20,113,6.77,4.22
"OLB",2,4.53,29.5,30,120,7.31,4.42
"DT",5,5.31,NA,26,NA,NA,NA
"OLB",NA,4.47,36.5,15,126,7.07,4.42
"DE",6,4.84,NA,21,117,NA,NA
"DT",3,5.06,NA,26,NA,NA,NA
"DE",1,4.84,28.5,31,113,7.27,4.36
"DT",6,5.14,27,34,108,7.55,4.54
"OLB",6,4.64,26.5,22,116,7.22,4.48
"OLB",NA,4.73,31,23,113,7.16,4.5
"OLB",NA,4.95,26.5,NA,112,7.4,4.29
"S",7,4.54,28.5,14,109,7.34,4.35
"OLB",5,4.45,34.5,27,NA,NA,NA
"OLB",6,4.82,31,20,119,7.07,4.25
"CB",4,4.44,NA,NA,NA,NA,NA
"DE",4,4.91,29,26,109,7.62,4.75
"CB",3,4.52,36,13,125,6.96,4.15
"DE",1,4.82,31,31,108,7.08,4.4
"OLB",5,4.7,NA,22,NA,NA,NA
"CB",1,4.38,34,18,117,7.21,4.4
"OLB",NA,4.69,26,25,NA,NA,NA
"S",2,4.41,32,27,127,NA,NA
"DE",2,4.76,25.5,18,123,7.29,4.32
"OLB",4,4.58,34,29,126,6.7,3.98
"OLB",4,4.67,34,26,119,6.88,4.23
"CB",4,4.31,34,14,127,7.14,4.31
"DE",3,4.95,27,24,114,7.72,4.69
"ILB",6,4.85,28.5,27,113,7.68,4.55
"DT",2,5.09,30.5,35,103,7.37,4.49
"CB",2,4.41,31,15,120,7.07,4.3
"ILB",2,4.79,24.5,23,105,7.69,4.56
"DE",1,4.75,34,NA,124,7.02,4.21
"CB",4,4.54,33.5,16,116,7.31,4.38
"DE",NA,5.05,24.5,26,112,7.61,4.7
"ILB",1,4.54,32,NA,114,7.31,4.29
"ILB",NA,4.74,26,24,110,7.12,4.31
"CB",1,4.38,33.5,17,121,7.06,4.1
"DE",2,4.73,NA,17,NA,NA,NA
"CB",3,4.39,37.5,23,129,6.85,4.14
"DT",4,4.84,28,31,105,7.73,4.55
"S",3,4.5,33,21,119,7.12,4.41
"OLB",NA,4.67,29.5,26,118,NA,NA
"DT",5,5.32,23,32,104,8.07,4.95
"S",1,4.48,32.5,19,121,6.97,4.27
"CB",2,4.37,34,18,123,7.2,4.07
"DT",5,5.1,22.5,23,108,7.78,4.87
"DT",5,5.09,25.5,28,100,NA,NA
"OLB",1,4.54,NA,24,NA,NA,NA
"S",NA,4.53,38,16,123,6.88,4.15
"CB",1,4.29,38.5,17,131,6.74,4.17
"DT",6,5.2,28,35,106,8.05,5
"CB",5,4.32,33.5,NA,125,6.83,NA
"S",NA,4.78,31.5,NA,112,NA,NA
"DT",3,5.06,27,20,NA,NA,NA
"OLB",3,4.74,32.5,17,120,7.22,4.4
"CB",3,4.61,NA,13,NA,NA,NA
"S",4,4.63,NA,NA,NA,NA,NA
"CB",1,4.44,38,10,131,6.82,4.22
"DE",4,4.75,32,25,117,6.97,4.23
"CB",2,4.45,30.5,14,123,7.18,NA
"CB",6,4.59,32,13,114,NA,NA
"CB",4,4.42,32.5,21,119,7.41,4.28
"CB",2,4.37,36.5,17,128,6.74,4.17
"ILB",3,4.76,31,24,118,7.11,4.29
"CB",4,4.38,33.5,20,119,NA,NA
"CB",4,4.43,35.5,19,121,6.91,NA
"ILB",5,4.86,29.5,26,113,NA,NA
"CB",5,4.51,29.5,NA,110,NA,NA
"OLB",NA,4.51,30,NA,118,7.15,4.25
"S",3,4.44,NA,24,NA,NA,NA
"CB",NA,4.54,36.5,16,121,7.12,4.29
"S",NA,4.49,37,16,120,7.45,4.22
"DT",NA,5.12,28,27,109,7.89,4.97
"DT",NA,4.88,25.5,28,106,8.18,4.87
"ILB",NA,4.69,NA,28,116,NA,NA
"DT",NA,5.09,NA,26,NA,NA,NA
"DE",NA,5,30,20,111,NA,NA
"DE",NA,4.99,NA,NA,109,6.93,4.28
"DT",NA,4.95,31.5,NA,109,7.5,4.78
"OLB",NA,4.73,31.5,15,117,6.78,4.15
"S",NA,4.54,36,23,119,7.08,4.3
"S",NA,4.64,NA,NA,NA,NA,NA
"ILB",NA,4.75,35,23,111,NA,NA
"ILB",NA,5,NA,15,117,NA,NA
"CB",3,4.48,35,22,115,6.93,4.3
"ILB",4,4.56,31.5,19,121,7.22,4.39
"DE",1,4.77,29.5,18,102,7.56,4.51
"DT",NA,4.94,35.5,24,106,8.06,4.9
"CB",3,4.45,38.5,NA,128,6.72,3.96
"OLB",2,4.47,40.5,21,128,6.87,4.18
"ILB",NA,4.63,26.5,23,110,7.39,4.5
"DE",NA,4.86,31,24,110,NA,NA
"DT",2,5.48,28,32,99,8.15,4.73
"ILB",5,4.67,35.5,26,114,7.03,4.32
"OLB",2,4.76,36.5,26,120,7.1,4.4
"DE",2,4.65,31.5,26,114,7.55,4.53
"S",4,4.4,41.5,19,132,6.6,4.28
"CB",5,4.58,35.5,22,118,6.68,4.25
"CB",2,4.41,43,NA,134,6.92,4.18
"OLB",4,4.72,33,24,113,7.21,4.4
"CB",2,4.68,NA,NA,NA,NA,NA
"CB",6,4.49,NA,18,NA,NA,NA
"OLB",NA,4.5,NA,24,NA,NA,NA
"OLB",5,4.51,37,30,113,6.98,4.12
"S",2,4.49,34,25,119,NA,NA
"S",5,4.33,37.5,19,127,7.27,4.38
"DT",4,5.08,30,37,104,7.78,5.06
"S",NA,4.57,35,18,116,NA,NA
"OLB",1,4.52,37,25,124,7.15,4.51
"OLB",1,4.64,35,30,120,6.84,4.22
"CB",1,4.4,36,25,125,6.75,4.07
"DE",6,4.84,33,27,115,7.38,4.45
"S",2,4.52,37,12,126,6.67,4.17
"DE",NA,4.86,31.5,26,116,7.24,4.4
"ILB",NA,4.63,35,NA,118,7,4.23
"OLB",6,4.75,NA,32,NA,NA,NA
"OLB",1,4.74,36,24,107,7.26,4.38
"DE",NA,4.78,29,17,107,7.32,4.57
"CB",3,4.44,38.5,20,122,7.04,4.29
"OLB",7,4.65,31,12,121,7.09,4.28
"OLB",7,4.69,37,NA,117,7.31,NA
"CB",6,4.63,36,24,123,6.81,4.24
"DE",3,4.81,35.5,28,119,7.7,4.56
"OLB",5,4.67,NA,25,NA,NA,NA
"DT",NA,5.18,32,31,105,7.68,4.72
"S",7,4.55,34.5,21,116,7.35,4.16
"S",5,4.57,37.5,17,117,7.14,4.42
"CB",6,4.66,NA,18,NA,NA,NA
"OLB",5,4.83,31.5,15,109,7.05,4.37
"CB",5,4.46,33.5,NA,118,6.68,3.98
"OLB",6,4.59,35,22,115,7.21,4.34
"S",NA,4.65,32,16,112,7.28,4.32
"DT",1,4.83,33,34,108,7.5,4.55
"CB",5,4.4,36.5,8,128,6.9,4.23
"DT",3,4.96,24.5,24,97,7.44,4.73
"ILB",NA,4.78,25.5,18,104,7.35,4.75
"DE",1,4.94,28.5,NA,102,7.64,4.8
"DE",NA,4.95,30,21,107,7.56,4.6
"DT",7,5.19,26,25,93,NA,NA
"CB",1,4.51,33,15,124,6.59,4.08
"DT",1,4.98,NA,NA,NA,NA,NA
"CB",NA,4.42,34.5,6,125,6.71,4.05
"CB",NA,4.5,32,7,116,7,4.3
"DE",3,4.61,38.5,28,128,7.42,4.37
"S",3,4.49,37,15,120,7.09,4.23
"DT",NA,4.81,33.5,23,109,7.6,4.58
"DT",3,4.93,28,NA,103,7.9,4.78
"DE",2,4.79,32.5,24,108,7.52,4.47
"ILB",2,4.72,33,22,115,6.93,4.24
"OLB",3,4.56,NA,19,119,NA,NA
"CB",3,4.47,33.5,19,123,NA,NA
"DT",3,4.82,29.5,30,103,7.52,4.55
"OLB",4,4.65,NA,30,110,6.98,4.2
"DT",2,5,33,NA,NA,NA,NA
"DE",NA,4.7,32,24,108,7.9,4.63
"CB",2,4.43,36,12,123,6.6,3.98
"OLB",1,4.58,35.5,23,121,6.9,4.18
"ILB",2,4.91,NA,23,83,NA,NA
"ILB",NA,4.61,NA,NA,NA,NA,NA
"DE",1,4.64,38,22,124,7.52,4.38
"S",2,4.53,38,14,119,6.8,4.16
"OLB",3,4.76,NA,27,112,NA,NA
"ILB",5,4.7,35.5,27,119,7,4.39
"ILB",4,4.49,34,19,123,7.24,4.35
"CB",7,4.53,NA,NA,NA,NA,NA
"DT",3,4.93,32,36,103,8.01,4.74
"DT",NA,5.04,30,30,109,7.45,4.71
"DT",2,5.07,30.5,25,100,NA,NA
"CB",4,4.56,39.5,17,118,7.01,4.28
"DE",4,4.76,30.5,22,105,7.4,4.47
"S",2,4.49,37,16,123,6.81,4.26
"CB",3,4.47,39.5,18,129,NA,NA
"CB",7,4.41,37.5,19,121,7.15,4.2
"S",7,4.58,31.5,12,117,7.06,4.3
"DE",1,4.63,39.5,31,NA,NA,NA
"CB",NA,4.44,NA,14,NA,NA,NA
"CB",3,4.44,34.5,14,110,6.93,4.16
"ILB",5,4.6,34,20,120,NA,4.32
"DE",NA,4.9,31,20,106,7.75,4.48
"CB",3,4.43,36.5,15,122,7.09,4.08
"DT",6,5.03,30,NA,107,8.16,4.75
"S",4,4.5,38,22,119,7.39,4.43
"DE",6,4.63,31,22,113,7.31,4.58
"DT",1,5.12,32,33,103,7.9,4.69
"DT",7,5.08,25.5,17,NA,NA,NA
"OLB",NA,4.71,32.5,24,113,7.57,4.67
"S",7,4.43,33.5,29,116,7.02,4.2
"CB",NA,4.48,35,15,117,7,4.21
"DT",4,4.92,30.5,29,107,8.28,4.84
"DE",3,4.86,30.5,24,112,7.68,4.88
"DE",4,4.53,35,28,120,7.46,4.43
"OLB",2,4.75,34.5,NA,119,7.37,4.4
"CB",2,4.47,34,13,125,7.09,4.38
"CB",5,4.5,31.5,17,109,7.27,4.35
"CB",2,4.47,34,10,119,6.92,4.15
"S",NA,4.45,41.5,NA,122,7.05,4.33
